cq_id,domain,clause,excerpt,question,cco_elements,llm_model,llm_assessment,llm_reason,human_review
CQ234,Education,118.1,"The arrangements for sharing relevant information about the apprentice to ensure end-point assessment and certification can take place.""",What information must be shared between the provider and the EPAO under their written agreement?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on specific roles to perform an action involving a resource, which can be represented using CCO's Obligation, appliesToRole, hasAction, and hasObject properties.",Yes
CQ243,Education,122,"Although both the employer and the main provider will be involved... the end point assessment itself must be independent.""",What obligation ensures independence of end-point assessment?,"cco:Obligation, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation (""must be independent"") that can be represented using CCO:Obligation with cco:hasAction for the independence requirement, and cco:appliesUnder can capture any implied conditions or roles involved.",Yes
CQ257,Education,132.3,"Aged between 22 and 24 years old and is either a prisoner or is a prison leaver.""",What condition applies to foundation apprentices who are prisoners or prison leavers?,"cco:Permission, cco:appliesUnder",deepseek-ai/DeepSeek-V3.1,Yes,"The clause specifies a condition using age and status criteria that can be represented using cco:Condition with cco:hasConditionExpression for the text, and it applies under a norm, which aligns with CCO's structure.",Yes
CQ263,Education,140,"Where it is agreed that the apprentice will study towards English and /or maths, providers must ensure active learning... in line with the signed training plan.""",What obligation applies to providers regarding active learning for English and/or maths for apprentices aged 16–18?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an agent (providers), an action (ensure active learning), and an object (English and/or maths), all of which can be represented using CCO classes and properties.",Yes
CQ271,Education,144,"The provider must pass the payments on, in full, to the employer within 30 working days of receiving the funding from us.""",What obligation does the provider have regarding passing incentive payments to the employer?,"cco:Obligation, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""pass the payments on""), an object (""payments""), and a temporal condition (""within 30 working days""), all representable using CCO classes and properties.",Yes
CQ272,Education,146,"Providers must: 146.1. Offer IAG support... 146.2. Comply with their statutory duty to notify the relevant local authority...""",What obligation applies to providers when a 16–17-year-old apprentice is at risk of becoming NEET?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text specifies an obligation with an explicit role (providers), actions (offer IAG support, comply with duty), and a condition (when a 16–17-year-old apprentice is at risk of becoming NEET), all representable using CCO classes and properties.",Yes
CQ282,Education,Evidence requirements,"For apprentices aged 16-18 who are undertaking English and /or maths, the provider must: detail the plans for English and /or maths active learning...""",What obligation applies to providers regarding the documentation of English and/or maths learning plans for apprentices aged 16–18?,"cco:Obligation, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""detail"") and an object (""plans for English and/or maths active learning""), which can be represented using CCO classes and properties.",Yes
CQ294,Education,166.2,"Manage users associated with their account including: 166.2.1 Ensuring that individuals... are not given access...""",What obligation applies to employers regarding user access management on their apprenticeship service account?,"cco:Obligation, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for employers (Agent) to perform an action (hasAction) regarding user access management (Resource), which can be represented using CCO classes and properties.",Yes
CQ301,Education,182,"Employers who do not pay the apprenticeship levy... must co-invest the relevant amount... towards the cost of the apprenticeship training and assessment.""",What obligation applies to employers regarding co-investment when they do not pay the levy or have insufficient levy funds?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text describes an obligation with a specific condition and action, which can be represented using CCO classes and properties such as Obligation, appliesUnder, hasAction, and hasObject.",Yes
CQ305,Education,173,"Employers must reserve funds within one calendar month of the apprenticeship starting (i.e., the reservation can be backdated by one calendar month).""",What regulation specifies the obligation for employers to reserve funds within one calendar month of an apprenticeship start?,"cco:Regulation, cco:hasValidityStart, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a temporal condition and applies to a role (employer), all of which can be represented using CCO classes and properties.",Yes
CQ309,Education,186,"levy funds available in the employer’s account will be used to pay that month’s instalment.""",What action is required of main providers when an employer becomes a levy-payer during an apprenticeship that started as non-levy?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause can be represented using CCO by mapping the condition (employer becomes a levy-payer during an apprenticeship that started as non-levy) to a Condition with hasConditionExpression, and the obligation (using levy funds to pay that month's instalment) to an Obligation with hasAction and hasObject, while applying to the appropriate role (main providers) via appliesToRole.",No
CQ314,Education,189.3,"Throughout the financial year main providers must regularly collect the matching co-investment from employers and report this within the ILR.""",What obligation applies to main providers regarding regular collection and reporting of employer co-investment?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with specified actions, roles, and an object, all of which can be represented using the provided CCO classes and properties.",Yes
CQ316,Education,190,"The provider, or the employer, must not ask the apprentice to contribute financially to the eligible costs of training...""",What obligation applies to providers or employers regarding financial contributions by apprentices?,"cco:Prohibition, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a prohibition that can be represented using CCO's Prohibition class, appliesToRole for ""providers or employers,"" hasAction for ""ask,"" and hasObject for ""financial contributions"" or related resources.",Yes
CQ323,Education,194,"Providers must not include VAT in the prices they enter onto the ILR.""",What obligation applies to main providers regarding VAT inclusion in ILR prices?,"cco:Prohibition, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a clear prohibition with an applicable role (main providers), an action (including VAT), and an object (ILR prices), all representable using CCO classes and properties.",Yes
CQ325,Education,198,"Funds received by providers from an employer’s apprenticeship service account... do not fall within the scope of subsidy control from 1 August 2025 to 31 July 2026.""",Do funds received by providers from employer apprenticeship service accounts fall under subsidy control for 2025–2026?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text can be represented as a Permission norm with a Condition specifying the temporal scope using hasConditionExpression and appliesUnder, and hasObject for the funds, aligning with CCO's generic class coverage.",Yes
CQ326,Education,200.1,"The provider must ensure the employer completes an MFA declaration for relevant funding they receive through transfers.""",What obligation applies to providers when an employer receives transferred funds that may engage subsidy control rules?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text contains an explicit obligation with an action (""ensure the employer completes an MFA declaration""), a role (""provider""), a condition (""when an employer receives transferred funds that may engage subsidy control rules""), and an object (""MFA declaration""), all mappable to CCO classes and properties.",Yes
CQ334,Education,213.1,"Agree the transfer details with the sending employer (either by an approved pledge application or by a direct transfer connection)""",What must receiving employers agree with sending employers before entering details on their apprenticeship service account?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for a specific role (receiving employers) to perform an action (agreeing transfer details) with an object (details on apprenticeship service account), which can be represented using the provided CCO elements.",Yes
CQ340,Education,227,"Main providers must publish the information referred to in paragraphs 224 and 225 on their website...""",What obligation do main providers have regarding the publication of subcontracting rationale and cost information?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""publish"") and applies to a role (""main providers""), which can be represented using CCO classes and properties.",Yes
CQ341,Education,226,"The provider must review their subcontracting policy... and this must be signed off by the person charged with overall responsibility...""",What obligation applies to providers concerning the review and governance approval of their subcontracting policy ahead of each funding year?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text contains an explicit obligation with an action (""review their subcontracting policy"") and applies to a role (""provider""), which can be represented using cco:Obligation, cco:appliesToRole, and cco:hasAction in CCO.",Yes
CQ348,Education,240,"The main provider must put in place a written agreement with the employer that sets out and confirms the following...""",What obligation applies to main providers regarding written agreements with employers about subcontracting?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""put in place a written agreement"") and applies to a role (""main provider""), which can be represented using CCO classes and properties.",Yes
CQ355,Education,222.2,"It must not be limited to a brief input at the start... or involve delivery to just a few of a large number...""",What obligation applies to providers regarding limiting direct delivery to brief inputs or a few apprentices?,"cco:Prohibition, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause expresses a prohibition (cco:Prohibition) with an action (cco:hasAction) related to delivery limitations, and it applies to a role (cco:appliesToRole) such as ""providers,"" which is representable using generic CCO classes and properties.",Yes
CQ358,Education,231.5,"Main providers and employer-providers can use a subcontractor who is not on the published APAR where that subcontractor will only deliver apprenticeship training for the Level 6 Teacher apprenticeship standard...""",What permission exists for main providers and employer-providers to use subcontractors not on APAR for Level 6 Teacher apprenticeships under specific conditions?,"cco:Permission, cco:appliesToRole, cco:appliesUnder",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes a permission for specific agents (main providers and employer-providers) to perform an action (using subcontractors not on APAR) under a condition (only delivering apprenticeship training for Level 6 Teacher standard), which can be represented using CCO's Permission, appliesToRole, appliesUnder, and hasConditionExpression properties.",Yes
CQ367,Education,225,"The provider must also have, before agreeing the use of subcontractors... a list of the services they will provide...""",What obligation applies to providers regarding the provision of a list of subcontracted services and cost determination before agreement?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""provide a list"") and an object (""services""), which can be represented using CCO's Obligation, hasAction, and hasObject properties, and applies to a role (""providers"") via appliesToRole.",Yes
CQ375,Education,241.3,"A requirement to give us and any other person nominated in writing by them, access to the subcontractor’s premises and to all documents related to their subcontracted delivery.""",What obligation requires the provider to grant access to the subcontractor’s premises and documents to nominated persons?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action, applicable roles, and a condition, all representable using CCO classes and properties.",Yes
CQ383,Education,244,"The provider has overall responsibility for the quality of apprenticeship training and on-programme assessment undertaken by their subcontractors.""",What obligation places overall responsibility for quality of apprenticeship training on the provider when delivered by subcontractors?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause can be represented as an Obligation with an Agent (provider) having an action (responsibility for quality) and applying to a role (provider), using the specified CCO elements.",Yes
CQ398,Education,250,"They must submit a fully completed subcontractor declaration twice during each academic year.""",What obligation requires the provider to submit a fully completed subcontractor declaration twice per academic year?,"cco:Obligation, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a specified action and frequency, which can be represented using cco:Obligation, cco:hasAction, and cco:appliesUnder with a condition for the temporal requirement.",Yes
CQ401,Education,250.3,"The provider must also update their subcontractor declaration if their subcontracting arrangements change during the year.""",What obligation requires the provider to update the subcontractor declaration if arrangements change during the year?,"cco:Obligation, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (update) and an agent (provider), which can be represented using cco:Obligation, cco:hasAction, and cco:Agent, along with a condition (if arrangements change) using cco:appliesUnder and cco:Condition.",Yes
CQ412,Education,Unnumbered text before 257.1,"one of a number of organisations making payments to any supporting provider that exceed £500,000, or £100,000 if the subcontractor is identified as new, in any one year.""","Which organisations are restricted from using subcontractors if their payments to supporting providers exceed £500,000 (or £100,000 for new subcontractors) in a year?","cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a conditional prohibition structure that can be represented using CCO's Norm (Prohibition), appliesToRole, appliesUnder, hasConditionExpression, and hasAction properties with generic class mappings.",No
CQ413,Education,257.1,"We will exclude any supporting provider that has applied to the APAR through the supporting provider application route where they allow their funding to exceed their respective total in any one year.""",What action must be taken by a supporting provider whose funding exceeds their respective total in a year via the APAR application route?,"cco:Condition, cco:Prohibition, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,The regulatory text contains a prohibition norm with an explicit condition and role applicability that can be represented using CCO classes and properties.,No
CQ419,Education,Evidence requirements (after 258),"Put in place a written agreement (a subcontract) with each subcontractor...""",What type of agreement must a provider have with each subcontractor?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on a role (provider) to perform an action (put in place) on an object (written agreement), which can be represented using the specified CCO elements.",Yes
CQ426,Education,261,"FJAAs must report in their apprenticeship service account that the apprentice is following the FJAA model...""",What must FJAAs report in their apprenticeship service account?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text contains an explicit obligation with an agent (FJAAs as a role), an action (report), and an object (apprenticeship service account), all of which can be represented using CCO classes and properties.",Yes
CQ430,Education,262,"If this is not possible the apprentice must be put on a break in learning...""",What must happen if active learning is not possible during a FJAA placement gap?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation triggered by a condition, which can be represented using CCO's Obligation, Condition, appliesUnder, hasAction, and hasConditionExpression properties.",Yes
CQ434,Education,264.1,"Prisoner apprentices may undertake end-point assessment prior to release.""",Can prisoner apprentices undertake end-point assessment before release?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission (prisoner apprentices undertaking end-point assessment) with an explicit condition (prior to release), which can be represented using CCO's Permission, Condition, appliesUnder, hasAction, and hasConditionExpression properties.",Yes
CQ444,Education,274.1,"For all other delivery models the provider must use a break in learning where there is no plan for OTJT active learning to take place within a calendar month.""",When must a provider use a break in learning for other delivery models?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a condition that can be represented using CCO's hasAction, appliesUnder, and hasConditionExpression properties.",Yes
CQ457,Education,279,"Apprentices who meet the above definition may continue their apprenticeship training without being employed...""",What obligation applies to apprentices who are made redundant and have completed at least 75% of their practical period?,"cco:Permission, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission (apprentices may continue training) with an implied role (apprentice) and condition (redundancy and completion of 75% practical period), all representable using CCO classes and properties.",Yes
CQ460,Education,281.1,"We will fund the remaining costs... for up to 12 weeks, while the apprentice seeks a new employer.""",What funding obligation applies when an apprentice is made redundant and has completed less than 75% of their practical period?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text contains an explicit obligation with a clear action (funding) and a condition (apprentice redundancy and completion of less than 75% of practical period), which can be represented using CCO classes and properties.",Yes
CQ467,Education,284.2,"the provider is required to agree this in writing with the apprentice and the employer.""",Under what condition can an apprentice use KIT days for off-the-job training during maternity leave?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text implies a permission for an apprentice to use KIT days under the condition of written agreement, which can be represented using CCO's Permission, Condition, appliesUnder, hasAction, and hasConditionExpression properties.",Yes
CQ485,Education,305,"they will continue on the same funding band that they started on""",Does funding band remain unchanged when an apprentice moves to a new version of the same standard?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes an obligation for the funding band to remain unchanged under a specific condition (apprentice moving to a new standard version), which can be represented using CCO's Obligation, appliesToRole, hasAction, and appliesUnder properties with generic classes.",Yes
CQ013,Finance,Addressees,"These guidelines are addressed to competent authorities... and to financial institutions...""",Which agents are addressed by the guidelines concerning internal governance arrangements?,"cco:Regulation, cco:appliesToRole, cco:holdsRole, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause specifies addressees (agents) and can be represented using CCO's Regulation class with appliesToRole and holdsRole properties to link to roles like ""competent authorities"" and ""financial institutions,"" which are covered by generic Agent and Role classes.",No
CQ025,Finance,1,"These guidelines are issued pursuant to Article 16 of Regulation (EU) No 1093/2010""",Which regulatory authority agent issues the EBA guidelines on internal governance?,"cco:Regulation, cco:RegulatoryAuthorityAgent, cco:issues",deepseek-ai/DeepSeek-V3.1,Yes,"The clause explicitly identifies a regulatory authority agent issuing a regulation, which directly maps to the CCO properties and classes, including 'issues' from RegulatoryAuthorityAgent to Regulation.",Yes
CQ031,Finance,28,"The management body in its management function should take decisions on a sound and well-informed basis.""",What obligation requires the management body in its management function to take decisions on a sound and well-informed basis?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation directed at a specific role (management body in its management function) with an explicit action (take decisions on a sound and well-informed basis), which can be represented using CCO classes and properties.",Yes
CQ033,Finance,29,"...and discuss regularly the implementation and appropriateness of those strategies with the management body in its supervisory function.""",What obligation requires the management body in its management function to discuss strategy implementation with the supervisory function?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with a specified role and action, which can be represented using CCO classes and properties.",Yes
CQ039,Finance,34a,"oversee and monitor management decision-making and actions and provide effective oversight of the management body in its management function...""",What obligation requires the supervisory function of the management body to oversee and monitor management decision-making?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with an action (""oversee and monitor"") and applies to a role (""supervisory function of the management body""), which can be represented using CCO classes and properties.",Yes
CQ041,Finance,34c,"appropriately fulfil the duties and role of the risk committee, the remuneration committee and the nomination committee, where no such committees have been set up""",What obligation requires the supervisory function of the management body to fulfill committee duties when no committees are established?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with a condition and applies to a role, which can be represented using CCO classes and properties.",Yes
CQ045,Finance,34g,"oversee the implementation and maintenance of a code of conduct or similar code and effective policies to identify, manage and mitigate actual and potential conflicts of interest""",What obligation requires the supervisory function of the management body to oversee conflict of interest policies?,"cco:Obligation, cco:Resource, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with an action (""oversee""), applies to a role (""management body""), and involves a resource (""conflict of interest policies""), all representable using CCO classes and properties.",Yes
CQ048,Finance,34j,"monitor the implementation of the internal audit plan, after the prior involvement of the risk and audit committees, where such committees are established.""",What obligation requires monitoring of the internal audit plan after committee involvement?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with an explicit action (""monitor the implementation of the internal audit plan"") and a condition (""after the prior involvement of the risk and audit committees, where such committees are established""), which can be represented using CCO classes and properties.",Yes
CQ058,Finance,39,"...and the existence of an efficient flow of information between them...""",What obligation requires the chair to ensure efficient information flow between management body members?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The excerpt contains an obligation (Obligation) that applies to a role (appliesToRole) and involves an action (hasAction), which can be represented using CCO classes and properties.",Yes
CQ062,Finance,43,"Institutions should ensure a clear allocation and distribution of duties and tasks between specialised committees of the management body.""",What obligation requires institutions to ensure a clear allocation of duties between specialized committees?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation (using ""should"") that applies to a role (institutions) and specifies an action (ensure clear allocation and distribution of duties and tasks), which can be represented using CCO classes and properties.",Yes
CQ069,Finance,61.g,"The risk committee should assess the risks associated with the offered financial products and services...""",Which role is subject to the obligation to assess risks associated with financial products and services offered to clients?,"cco:Obligation, cco:appliesToRole, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation that applies to a specific role (risk committee) and involves assessing risks (action) associated with financial products and services (object), all of which can be represented using the provided CCO classes and properties.",Yes
CQ070,Finance,61.g,"oversee the alignment between all material financial products and services offered to clients...""",What resource is the obligation about alignment of financial products with business model and risk strategy applied to?,"cco:Obligation, cco:appliesToRole, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with a clear object (resource) and applies to a role, which can be represented using cco:Obligation, cco:hasObject, and cco:appliesToRole.",Yes
CQ073,Finance,63,"When established, the risk committee must... examine whether incentives provided by the remuneration policies...""",What condition must be met for the risk committee to examine remuneration policies regarding risk and capital considerations?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with an explicit condition (""When established"") and can be represented using cco:Obligation, cco:appliesToRole, cco:appliesUnder, and cco:hasAction as specified.",Yes
CQ074,Finance,64.a,"monitor the effectiveness of the institution’s internal quality control and risk management systems...""",Which obligation is placed on the audit committee to monitor the effectiveness of internal quality control and risk management systems?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on a specific role (audit committee) to perform an action (monitoring effectiveness), which can be represented using CCO's Obligation, appliesToRole, and hasAction properties.",Yes
CQ083,Finance,68,"they have the appropriate financial and human resources as well as powers to effectively perform their role.""",What resource must be adequately allocated to internal control functions according to the management body's obligations?,"cco:Obligation, cco:allocatedTo, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for the management body (Agent) to allocate appropriate resources (Resource) to internal control functions (Role), which can be represented using cco:Obligation, cco:allocatedTo, and cco:hasObject properties.",Yes
CQ104,Finance,99,"The management body should develop, adopt, adhere to and promote high ethical and professional standards...""",What action must the management body perform regarding the institution’s code of conduct?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for a specific role (management body) to perform actions (develop, adopt, adhere to, promote), which can be represented using CCO classes and properties.",Yes
CQ106,Finance,98a,"The management body should on an ongoing basis promote, monitor and assess the risk culture...""",What obligation applies to the management body regarding monitoring and assessment of risk culture?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with a specified role (management body) and actions (promote, monitor, assess), which can be represented using CCO classes and properties.",Yes
CQ120,Finance,108,"The management body should be responsible for establishing, approving and overseeing the implementation...""",Which obligation applies to the role of the management body in identifying and managing conflicts of interest?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action and applies to a specific role, all of which can be represented using the provided CCO classes and properties.",Yes
CQ121,Finance,108,"conflicts between the interests of the institution and the private interests of staff...""",What resource is subject to the obligation requiring identification and mitigation of conflicts between institutional and private interests?,"cco:Obligation, cco:Resource, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes an obligation with an associated resource (conflicts of interest), which can be represented using cco:Obligation and cco:hasObject linking to a cco:Resource.",Yes
CQ122,Finance,108,"A consolidating institution should consider interests within a group-wide conflict of interest policy on a consolidated or sub-consolidated basis.""",Which obligation requires institutions to consider group-wide conflicts of interest on a consolidated basis?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation (""should consider"") with an action (""consider"") and an object (""group-wide conflict of interest policy""), and applies to a role (""institutions""), which can be represented using CCO classes and properties.",Yes
CQ128,Finance,111c,"personal or professional relationships with staff of the institution... (e.g. family relationships)""",Which obligation is triggered when staff have family relationships within the institution?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause describes a condition (""family relationships"") that triggers an obligation, which can be represented using cco:Condition, cco:Obligation, and the properties cco:appliesUnder and cco:hasConditionExpression as specified.",Yes
CQ133,Finance,113,"Staff should have the duty to promptly disclose internally any matter that may result, or has already resulted, in a conflict of interest.""",What obligation requires staff to disclose potential conflicts of interest internally and promptly?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an applicable role (staff), an action (disclose potential conflicts of interest), and a temporal condition (promptly), all representable using CCO classes and properties.",Yes
CQ144,Finance,120,"the management body should set out a framework for identifying and managing conflicts of interest in the context of granting loans... with members of the management body and their related parties.""",Which obligation requires the management body to establish a framework for managing loans to related parties?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with a specified role (management body), an action (set out a framework), and an object (framework for managing loans to related parties), all representable using CCO classes and properties.",Yes
CQ146,Finance,123,"The management body should set out the applicable decision-making processes for granting loans to and entering into other transactions with members of the management body and their related parties.""",Which obligation requires the management body to define decision-making processes for loans to related parties?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation directed at a specific role (management body) with a clear action (set out decision-making processes) and object (loans to related parties), all representable using CCO classes and properties.",Yes
CQ183,Finance,149,"Institutions should establish adequate segregation of duties – e.g. entrusting conflicting activities... to different persons...""",What obligation requires segregation of duties within transaction processing or service provision?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for institutions to segregate duties, which can be represented using CCO classes and properties, including Obligation, hasAction, and appliesToRole with generic mappings for actors and roles.",Yes
CQ186,Finance,151,"The management body should follow up on the findings of the internal control functions in a timely and effective manner...""",What obligation requires the management body to follow up on findings from internal control functions?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation (""should follow up"") that can be represented using CCO:Obligation, cco:appliesToRole (for ""management body""), cco:hasAction (for ""follow up""), and cco:specifiesNorm (linking to the regulation), with the condition ""timely and effective manner"" expressible via cco:appliesUnder and cco:hasConditionExpression.",Yes
CQ188,Finance,152,"As part of the overall internal control framework, institutions should have a holistic institution-wide risk management framework...""",What obligation requires institutions to implement a holistic risk management framework across all business lines?,"cco:Obligation, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation (""should have"") with an action (""implement"") and an object (""holistic institution-wide risk management framework""), which can be represented using CCO classes and properties.",Yes
CQ214,Finance,170,"operational tasks...may be outsourced...with the consent of the management bodies of the institutions concerned.""",What condition must be satisfied for outsourcing operational tasks of internal control functions?,"cco:Permission, cco:appliesUnder",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission with a condition (consent from management bodies) that can be represented using cco:Permission, cco:appliesUnder, and cco:Condition with hasConditionExpression for the consent requirement.",No
