cq_id,domain,clause,excerpt,question,cco_elements,dup_of,dup_score,dup_stage
CQ309,Data Protection,Article 17(1)(a),"the personal data are no longer necessary in relation to the purposes for which they were collected or otherwise processed""",Which condition triggers the obligation to erase personal data because they are no longer necessary for the processing purpose?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ310,Data Protection,Article 17(1)(b),"the data subject withdraws consent on which the processing is based... and where there is no other legal ground for the processing""",Which condition applies when a data subject withdraws consent and there is no other legal ground for processing?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ311,Data Protection,Article 17(2),"the controller... shall take reasonable steps... to inform controllers which are processing the personal data that the data subject has requested the erasure""",What obligation does the controller have when personal data have been made public and erasure is required?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ312,Data Protection,Article 17(3)(a),"processing is necessary for exercising the right of freedom of expression and information""",Under what condition does the right to erasure not apply due to the need to exercise freedom of expression and information?,"cco:Condition, cco:Exception, cco:hasCondition, cco:hasConditionExpression, cco:hasException, cco:modifiesNorm",,,
CQ313,Data Protection,Article 17(3)(b),"for compliance with a legal obligation which requires processing by Union or Member State law""",Which exception limits the applicability of the erasure obligation for compliance with a legal obligation?,"cco:Condition, cco:Exception, cco:hasCondition, cco:hasConditionExpression, cco:hasException, cco:modifiesNorm",,,
CQ314,Data Protection,Article 17(3)(c),"for reasons of public interest in the area of public health... in so far as the right... is likely to render impossible or seriously impair the achievement of the objectives""",What condition excludes the right to erasure for reasons of public interest in public health?,"cco:Condition, cco:Exception, cco:hasCondition, cco:hasConditionExpression, cco:hasException, cco:modifiesNorm",,,
CQ315,Data Protection,Article 17(3)(d),"for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes... in so far as the right... is likely to render impossible or seriously impair the achievement""","Which exception applies when erasure would impair archiving, research, or statistical purposes?","cco:Condition, cco:Exception, cco:hasCondition, cco:hasConditionExpression, cco:hasException, cco:modifiesNorm",,,
CQ316,Data Protection,Article 17(3)(e),"for the establishment, exercise or defence of legal claims""","What exception exists for the establishment, exercise, or defence of legal claims?","cco:Condition, cco:Exception, cco:hasCondition, cco:hasConditionExpression, cco:hasException, cco:modifiesNorm",,,
CQ317,Data Protection,Article 18(1)(a),"the accuracy of the personal data is contested by the data subject, for a period enabling the controller to verify the accuracy""",What obligation does the controller have regarding restriction of processing when the accuracy of data is contested?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ318,Data Protection,Article 18(1)(b),"the processing is unlawful and the data subject opposes the erasure of the personal data and requests the restriction of their use instead""",What obligation applies to the controller when processing is unlawful but the data subject opposes erasure?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ319,Data Protection,Article 18(1)(c),"the controller no longer needs the personal data for the purposes of the processing, but they are required by the data subject for the establishment, exercise or defence of legal claims""",Under what condition can processing be restricted if the controller no longer needs the data but the data subject requires it for legal claims?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ320,Data Protection,Article 18(1)(d),"the data subject has objected to processing pursuant to Article 21(1) pending the verification whether the legitimate grounds of the controller override those of the data subject""",What obligation is triggered when a data subject objects to processing pending verification of legitimate grounds?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ321,Data Protection,Article 18(2),"such personal data shall, with the exception of storage, only be processed with the data subject's consent or for the establishment, exercise or defence of legal claims...""",What processing is permitted during a restriction period under Article 18(2)?,"cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ322,Data Protection,Article 18(3),"A data subject who has obtained restriction of processing... shall be informed by the controller before the restriction of processing is lifted.""",What obligation does the controller have to inform the data subject before lifting a processing restriction?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ323,Data Protection,Article 19,"The controller shall communicate any rectification or erasure of personal data or restriction of processing... to each recipient to whom the personal data have been disclosed""",What obligation does the controller have to notify recipients about rectification or erasure of personal data?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ324,Data Protection,Article 19,"unless this proves impossible or involves disproportionate effort""",Under what condition can the controller be exempted from notifying recipients about data rectification or erasure?,"cco:Condition, cco:Exception, cco:hasCondition, cco:hasConditionExpression, cco:hasException, cco:modifiesNorm",,,
CQ325,Data Protection,Article 20(1),"The data subject shall have the right to receive the personal data concerning him or her... in a structured, commonly used and machine-readable format""","What right does the data subject have to receive personal data in a structured, machine-readable format?","cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasObject",CQ094,0.84,B-similar
CQ326,Data Protection,Article 20(1)(a),"the processing is based on consent pursuant to point (a) of Article 6(1) or point (a) of Article 9(2) or on a contract pursuant to point (b) of Article 6(1)""",Under what condition does the right to data portability apply based on consent or contract?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ327,Data Protection,Article 20(1)(b),"the processing is carried out by automated means""",What condition must be met for data portability to apply in terms of processing means?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ328,Data Protection,Article 20(2),"the data subject shall have the right to have the personal data transmitted directly from one controller to another, where technically feasible""",What right does the data subject have regarding direct transmission of data between controllers?,"cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ329,Data Protection,Article 20(3),"That right shall not apply to processing necessary for the performance of a task carried out in the public interest or in the exercise of official authority""",What exception limits the right to data portability for tasks carried out in the public interest?,"cco:Condition, cco:Exception, cco:hasCondition, cco:hasConditionExpression, cco:hasException, cco:modifiesNorm",,,
CQ330,Data Protection,Article 20(4),"The right referred to in paragraph 1 shall not adversely affect the rights and freedoms of others""",What condition restricts the right to data portability to avoid adverse effects on others' rights and freedoms?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ331,Data Protection,Article 21(1),"The data subject shall have the right to object, on grounds relating to his or her particular situation, at any time to processing... based on point (e) or (f) of Article 6(1)""",What right does the data subject have to object to processing based on legitimate interests?,"cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasObject",CQ096,0.85,B-similar
CQ332,Data Protection,Article 21(3),"Where the data subject objects to processing for direct marketing purposes, the personal data shall no longer be processed for such purposes.""",What obligation applies to the controller when a data subject objects to processing for direct marketing?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ333,Data Protection,Article 21(4),"At the latest at the time of the first communication with the data subject, the right... shall be explicitly brought to the attention of the data subject""",When must the right to object be explicitly brought to the attention of the data subject?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ334,Data Protection,Article 21(6),"the data subject... shall have the right to object to processing... for scientific or historical research purposes... unless the processing is necessary for the performance of a task... in public interest""",What right does the data subject have to object to processing for scientific or historical research?,"cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ335,Data Protection,Article 22(1),"The data subject shall have the right not to be subject to a decision based solely on automated processing, including profiling, which produces legal effects""",What right does the data subject have not to be subject to automated decision-making?,"cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ336,Data Protection,Article 22(2)(a),"is necessary for entering into, or performance of, a contract between the data subject and a data controller""",Under what condition does the prohibition on automated decision-making not apply for contract performance?,"cco:Condition, cco:Exception, cco:hasCondition, cco:hasConditionExpression, cco:hasException, cco:modifiesNorm",,,
CQ337,Data Protection,Article 22(2)(b),"is authorised by Union or Member State law... and which also lays down suitable measures to safeguard the data subject's rights and freedoms""",What exception allows automated decision-making if authorized by law with safeguards?,"cco:Condition, cco:Exception, cco:hasCondition, cco:hasConditionExpression, cco:hasException, cco:modifiesNorm",,,
CQ338,Data Protection,Article 22(2)(c),"is based on the data subject's explicit consent""",What exception applies when automated decision-making is based on explicit consent?,"cco:Condition, cco:Exception, cco:hasCondition, cco:hasConditionExpression, cco:hasException, cco:modifiesNorm",,,
CQ339,Data Protection,Article 22(3),"the data controller shall implement suitable measures to safeguard the data subject's rights and freedoms... at least the right to obtain human intervention""",What obligation does the controller have to safeguard rights in cases of permitted automated decision-making?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ340,Data Protection,Article 22(4),"Decisions referred to in paragraph 2 shall not be based on special categories of personal data... unless point (a) or (g) of Article 9(2) applies""",What restriction applies to automated decisions based on special categories of personal data?,"cco:Prohibition, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ341,Data Protection,Article 23(1)(a),"Union or Member State law... may restrict... the scope of the obligations and rights... to safeguard: (a) national security""",What regulation allows Member States to restrict data subject rights for national security?,"cco:Exception, cco:Regulation, cco:hasCondition, cco:hasException, cco:hasValidityStart, cco:modifiesNorm, cco:specifiesNorm",,,
CQ342,Data Protection,Article 24(1),"the controller shall implement appropriate technical and organisational measures to ensure and to be able to demonstrate that processing is performed in accordance with this Regulation""",What obligation does the controller have to implement technical and organisational measures for compliance?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ343,Data Protection,Article 25(1),"the controller shall, both at the time of the determination of the means for processing and at the time of the processing itself, implement appropriate technical and organisational measures...""",Which obligation requires the controller to implement appropriate technical and organisational measures to ensure data protection by design?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ344,Data Protection,Article 25(2),"the controller shall implement appropriate technical and organisational measures for ensuring that, by default, only personal data which are necessary for each specific purpose of the processing are processed.""",What action is required of the controller to ensure data protection by default regarding the amount of personal data processed?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ345,Data Protection,Article 25(3),"An approved certification mechanism pursuant to Article 42 may be used as an element to demonstrate compliance with the requirements set out in paragraphs 1 and 2 of this Article.""",Under what condition may adherence to an approved certification mechanism be used to demonstrate compliance with Article 25(1) and (2)?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",,,
CQ346,Data Protection,Article 26(1),"Where two or more controllers jointly determine the purposes and means of processing, they shall be joint controllers.""",Which obligation applies when two or more controllers jointly determine the purposes and means of processing?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ347,Data Protection,Article 26(1),"They shall in a transparent manner determine their respective responsibilities for compliance with the obligations under this Regulation...""",What obligation do joint controllers have regarding the determination of their respective responsibilities for compliance?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ348,Data Protection,Article 27(1),"Where Article 3(2) applies, the controller or the processor shall designate in writing a representative in the Union.""",Is there an obligation for a controller or processor not established in the Union to designate a representative in the Union?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction",,,
CQ349,Data Protection,Article 27(2),"The obligation laid down in paragraph 1 of this Article shall not apply to: (a) processing which is occasional, does not include, on a large scale, processing of special categories of data...""",Under what conditions does the obligation to designate a representative not apply to a controller or processor?,"cco:Exception, cco:appliesUnder, cco:hasCondition, cco:hasException, cco:modifiesNorm",,,
CQ350,Data Protection,Article 27(4),"The representative shall be mandated by the controller or processor to be addressed in addition to or instead of the controller or the processor by, in particular, supervisory authorities and data subjects...""",What role must the representative designated under Article 27 be able to perform in relation to supervisory authorities and data subjects?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ351,Data Protection,Article 28(2),"The processor shall not engage another processor without prior specific or general written authorisation of the controller.""",What obligation does a processor have when engaging another processor?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ352,Data Protection,Article 28(3),"That contract or other legal act shall stipulate, in particular, that the processor: (a) processes the personal data only on documented instructions from the controller...""",What obligations must be included in the contract between a controller and a processor under Article 28(3)?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ353,Data Protection,Article 28(3),"the processor shall immediately inform the controller if, in its opinion, an instruction infringes this Regulation...""",What obligation does a processor have if it believes an instruction infringes the GDPR?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ354,Data Protection,Article 28(4),"the same data protection obligations as set out in the contract or other legal act between the controller and the processor... shall be imposed on that other processor by way of a contract...""",What obligation applies to a subprocessor engaged by a processor?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ355,Data Protection,Article 28(5),"Adherence of a processor to an approved code of conduct as referred to in Article 40 or an approved certification mechanism as referred to in Article 42 may be used as an element by which to demonstrate sufficient guarantees...""",Can adherence to an approved code of conduct be used to demonstrate sufficient guarantees by a processor?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",,,
CQ356,Data Protection,Article 30(1),"Each controller and, where applicable, the controller's representative, shall maintain a record of processing activities under its responsibility.""",What obligation applies to records of processing activities maintained by a controller?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ357,Data Protection,Article 30(2),"Each processor and, where applicable, the processor's representative shall maintain a record of all categories of processing activities carried out on behalf of a controller...""",What obligation applies to records of processing activities maintained by a processor?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ358,Data Protection,Article 28(9),"The contract or the other legal act referred to in paragraphs 3 and 4 shall be in writing, including in electronic form.""",What format must the contract between a controller and a processor take?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ359,Data Protection,Article 28(10),"if a processor infringes this Regulation by determining the purposes and means of processing, the processor shall be considered to be a controller in respect of that processing.""",What obligation applies to a processor who determines the purposes and means of processing?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ360,Data Protection,Article 29,"The processor and any person acting under the authority of the controller or of the processor, who has access to personal data, shall not process those data except on instructions from the controller...""",What obligation applies to any person acting under the authority of the controller or processor who has access to personal data?,"cco:Prohibition, cco:appliesToRole, cco:appliesUnder, cco:hasAction",,,
CQ361,Data Protection,Article 30(1),"Each controller and, where applicable, the controller's representative, shall maintain a record of processing activities under its responsibility.""",Which regulation specifies the obligation for controllers to maintain records of processing activities?,"cco:Obligation, cco:Regulation, cco:specifiesNorm",,,
CQ362,Data Protection,Article 28(4),"the same data protection obligations... shall be imposed on that other processor by way of a contract or other legal act under Union or Member State law...""",What is the validity period of the regulation that imposes obligations on processors regarding subprocessors?,"cco:Regulation, cco:hasValidityEnd, cco:hasValidityStart",,,
CQ363,Data Protection,Article 33(1),"In the case of a personal data breach, the controller shall without undue delay and, where feasible, not later than 72 hours after having become aware of it, notify the personal data breach to the supervisory authority...""",Which obligation requires the controller or processor to notify the supervisory authority of a personal data breach within 72 hours?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction",,,
CQ364,Data Protection,Article 33(1),"unless the personal data breach is unlikely to result in a risk to the rights and freedoms of natural persons.""",What condition must be met for the obligation to notify the supervisory authority of a personal data breach to not apply?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",CQ121,0.82,B-similar
CQ365,Data Protection,Article 33(2),"The processor shall notify the controller without undue delay after becoming aware of a personal data breach.""",Which obligation applies to the processor upon becoming aware of a personal data breach?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ366,Data Protection,Article 33(3),"The notification referred to in paragraph 1 shall at least: (a) describe the nature of the personal data breach...""",What information must be included in the notification of a personal data breach to the supervisory authority?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ367,Data Protection,Article 33(5),"The controller shall document any personal data breaches, comprising the facts relating to the personal data breach, its effects and the remedial action taken.""",Is the controller required to document personal data breaches?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ368,Data Protection,Article 34(1),"When the personal data breach is likely to result in a high risk to the rights and freedoms of natural persons, the controller shall communicate the personal data breach to the data subject without undue delay.""",Under what conditions must the controller communicate a personal data breach to the data subject?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",CQ125,0.99,B-similar
CQ369,Data Protection,Article 34(3),"The communication to the data subject referred to in paragraph 1 shall not be required if any of the following conditions are met: (a) the controller has implemented appropriate technical and organisational protection measures...""",What are the conditions under which communication of a personal data breach to the data subject is not required?,"cco:Condition, cco:Exception, cco:hasCondition, cco:hasConditionExpression, cco:hasException, cco:modifiesNorm",,,
CQ370,Data Protection,Article 32(1),"The controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk...""",Which obligation requires the controller and processor to implement appropriate technical and organisational measures to ensure security of processing?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ371,Data Protection,Article 32(1)(b),"the ability to ensure the ongoing confidentiality, integrity, availability and resilience of processing systems and services""",What actions are included in the obligation to ensure the security of processing systems and services?,"cco:Obligation, cco:hasAction",,,
CQ372,Data Protection,Article 32(3),"Adherence to an approved code of conduct as referred to in Article 40 or an approved certification mechanism as referred to in Article 42 may be used as an element by which to demonstrate compliance...""",Does adherence to an approved code of conduct or certification mechanism affect compliance demonstration for security obligations?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ373,Data Protection,Article 32(4),"The controller and processor shall take steps to ensure that any natural person acting under the authority of the controller or the processor who has access to personal data does not process them except on instructions from the controller...""",Which obligation restricts access to personal data by natural persons acting under the controller or processor?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction",,,
CQ374,Data Protection,Article 31,"The controller and the processor and, where applicable, their representatives, shall cooperate, on request, with the supervisory authority in the performance of its tasks.""",What obligation requires cooperation with the supervisory authority upon request?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ375,Data Protection,Article 35(1),"Where a type of processing...is likely to result in a high risk to the rights and freedoms of natural persons, the controller shall, prior to the processing, carry out an assessment...""",When is a data protection impact assessment required prior to processing?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ376,Data Protection,Article 35(3),"A data protection impact assessment referred to in paragraph 1 shall in particular be required in the case of: (a) a systematic and extensive evaluation of personal aspects...""",What are the specific cases where a data protection impact assessment is required?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ377,Data Protection,Article 35(7),"The assessment shall contain at least: (a) a systematic description of the envisaged processing operations and the purposes of the processing...""",What must a data protection impact assessment include?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ378,Data Protection,Article 36(1),"The controller shall consult the supervisory authority prior to processing where a data protection impact assessment under Article 35 indicates that the processing would result in a high risk...""",When must the controller consult the supervisory authority prior to processing?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",CQ129,0.83,B-similar
CQ379,Data Protection,Article 36(3),"When consulting the supervisory authority pursuant to paragraph 1, the controller shall provide the supervisory authority with: (a) where applicable, the respective responsibilities...""",What information must the controller provide when consulting the supervisory authority under Article 36?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ380,Data Protection,Article 33(1),"In the case of a personal data breach, the controller shall...notify the personal data breach to the supervisory authority...""",Which regulation specifies the obligation for the controller to notify the supervisory authority of a personal data breach?,"cco:Obligation, cco:Regulation, cco:specifiesNorm",,,
CQ381,Data Protection,Article 30(5) — *Note: Mentioned in excerpt but not in provided text chunk*,"The obligations referred to in paragraphs 1 and 2 shall not apply to an enterprise or an organisation employing fewer than 250 persons unless...""",Does the obligation to maintain records of processing apply to organisations with fewer than 250 employees?,"cco:Condition, cco:Exception, cco:hasCondition, cco:hasConditionExpression, cco:hasException, cco:modifiesNorm",,,
CQ382,Data Protection,Article 37(1)(a),"the processing is carried out by a public authority or body, except for courts acting in their judicial capacity""",Which regulation specifies an obligation for controllers and processors to designate a data protection officer when processing is carried out by a public authority or body?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ383,Data Protection,Article 37(7),"The controller or the processor shall publish the contact details of the data protection officer and communicate them to the supervisory authority.""",What obligation applies to controllers and processors regarding the publication of the data protection officer's contact details?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ384,Data Protection,Article 38(1),"The controller and the processor shall ensure that the data protection officer is involved, properly and in a timely manner, in all issues which relate to the protection of personal data.""",Which obligation requires the controller and processor to ensure the data protection officer is involved in all issues relating to personal data protection?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ385,Data Protection,Article 38(2),"The controller and processor shall support the data protection officer in performing the tasks referred to in Article 39 by providing resources necessary to carry out those tasks and access to personal data and processing operations...""",What obligation requires the controller and processor to support the data protection officer with necessary resources and access to personal data?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ386,Data Protection,Article 38(3),"The controller and processor shall ensure that the data protection officer does not receive any instructions regarding the exercise of those tasks. He or she shall not be dismissed or penalised...""",Is there an obligation that prohibits the controller or processor from dismissing or penalizing the data protection officer for performing their tasks?,"cco:Exception, cco:Obligation, cco:Prohibition, cco:Regulation, cco:hasAction, cco:hasCondition, cco:hasException, cco:modifiesNorm, cco:specifiesNorm",,,
CQ387,Data Protection,Article 38(5),"The data protection officer shall be bound by secrecy or confidentiality concerning the performance of his or her tasks, in accordance with Union or Member State law.""",Which obligation requires the data protection officer to be bound by confidentiality in accordance with Union or Member State law?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:specifiesNorm",,,
CQ388,Data Protection,Article 39(1)(a),"to inform and advise the controller or the processor and the employees who carry out processing of their obligations pursuant to this Regulation...""",What obligation requires the data protection officer to inform and advise the controller or processor about their data protection obligations?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ389,Data Protection,Article 39(1)(b),"to monitor compliance with this Regulation, with other Union or Member State data protection provisions and with the policies of the controller or processor...""",Which obligation requires the data protection officer to monitor compliance with data protection provisions and internal policies?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ390,Data Protection,Article 39(1)(c),"to provide advice where requested as regards the data protection impact assessment and monitor its performance pursuant to Article 35""",What obligation requires the data protection officer to provide advice on data protection impact assessments?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ391,Data Protection,Article 39(1)(d),"to cooperate with the supervisory authority""",Which obligation requires the data protection officer to cooperate with the supervisory authority?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ392,Data Protection,Article 39(1)(e),"to act as the contact point for the supervisory authority on issues relating to processing, including the prior consultation referred to in Article 36""",What obligation designates the data protection officer as the contact point for the supervisory authority on processing issues?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ393,Data Protection,Article 40(5),"Associations and other bodies referred to in paragraph 2... shall submit the draft code, amendment or extension to the supervisory authority...""",Which regulation specifies an obligation for associations representing controllers or processors to submit draft codes of conduct to the supervisory authority?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ394,Data Protection,Article 40(5),"The supervisory authority shall provide an opinion on whether the draft code, amendment or extension complies with this Regulation...""",What obligation requires the supervisory authority to provide an opinion on whether a draft code of conduct complies with the Regulation?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ395,Data Protection,Article 40(6),"Where the draft code... is approved... and where the code of conduct concerned does not relate to processing activities in several Member States, the supervisory authority shall register and publish the code.""","Which obligation requires the supervisory authority to register and publish a code of conduct after approval, if it does not relate to multiple Member States?","cco:Condition, cco:Obligation, cco:Regulation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject, cco:specifiesNorm",,,
CQ396,Data Protection,Article 40(7),"Where a draft code of conduct relates to processing activities in several Member States... submit it in the procedure referred to in Article 63 to the Board...""",What obligation requires the supervisory authority to submit a draft code of conduct to the Board when it relates to processing in several Member States?,"cco:Condition, cco:Obligation, cco:Regulation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject, cco:specifiesNorm",,,
CQ397,Data Protection,Article 40(7),"the Board shall provide an opinion on whether the draft code, amendment or extension complies with this Regulation...""",Which obligation requires the Board to provide an opinion on a draft code of conduct that relates to multiple Member States?,"cco:Condition, cco:Obligation, cco:Regulation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject, cco:specifiesNorm",,,
CQ398,Data Protection,Article 40(8),"Where the opinion referred to in paragraph 7 confirms that the draft code... complies with this Regulation... the Board shall submit its opinion to the Commission.""",What obligation requires the Board to submit its opinion on a draft code of conduct to the Commission?,"cco:Condition, cco:Obligation, cco:Regulation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject, cco:specifiesNorm",,,
CQ399,Data Protection,Article 40(9),"The Commission may, by way of implementing acts, decide that the approved code of conduct... have general validity within the Union.""",Which obligation requires the Commission to decide on the general validity of an approved code of conduct within the Union?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ400,Data Protection,Article 40(10),"The Commission shall ensure appropriate publicity for the approved codes which have been decided as having general validity...""",What obligation requires the Commission to ensure appropriate publicity for codes of conduct with general validity?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ401,Data Protection,Article 40(11),"The Board shall collate all approved codes of conduct, amendments and extensions in a register and shall make them publicly available...""",Which obligation requires the Board to collate and make publicly available all approved codes of conduct?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ402,Data Protection,Article 41(1),"the monitoring of compliance with a code of conduct... may be carried out by a body... accredited for that purpose by the competent supervisory authority.""",What obligation requires a monitoring body to be accredited by the supervisory authority to monitor compliance with a code of conduct?,"cco:Condition, cco:Obligation, cco:Regulation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject, cco:specifiesNorm",,,
CQ403,Data Protection,Article 41(2)(a),"demonstrated its independence and expertise in relation to the subject-matter of the code to the satisfaction of the competent supervisory authority""",Which obligation requires a monitoring body to demonstrate independence and expertise to the supervisory authority for accreditation?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ404,Data Protection,Article 41(2)(b),"established procedures which allow it to assess the eligibility of controllers and processors concerned to apply the code...""",What obligation requires a monitoring body to establish procedures to assess eligibility of controllers and processors to apply a code of conduct?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ405,Data Protection,Article 41(2)(c),"established procedures and structures to handle complaints about infringements of the code... and to make those procedures and structures transparent to data subjects and the public""",Which obligation requires a monitoring body to establish complaint-handling procedures and make them transparent to data subjects?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ406,Data Protection,Article 41(2)(d),"demonstrated to the satisfaction of the competent supervisory authority that its tasks and duties do not result in a conflict of interests""",What obligation requires a monitoring body to demonstrate that its duties do not result in a conflict of interests?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ407,Data Protection,Article 41(3),"The competent supervisory authority shall submit the draft criteria for accreditation... to the Board pursuant to the consistency mechanism referred to in Article 63.""",Which obligation requires the supervisory authority to submit draft accreditation criteria to the Board via the consistency mechanism?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ408,Data Protection,Article 41(4),"a body as referred to in paragraph 1... shall, subject to appropriate safeguards, take appropriate action in cases of infringement... including suspension or exclusion...""",What obligation allows a monitoring body to suspend or exclude a controller or processor from a code of conduct in case of infringement?,"cco:Condition, cco:Obligation, cco:Regulation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject, cco:specifiesNorm",,,
CQ409,Data Protection,Article 41(4),"It shall inform the competent supervisory""",Which obligation requires a monitoring body to inform the supervisory authority about infringements of a code of conduct?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
