cq_id,domain,clause,excerpt,question,cco_elements,dup_of,dup_score,dup_stage
CQ221,Healthcare,Article 58.1,"These Regulations... shall replace as between the States bound by these Regulations... the provisions of the following international sanitary agreements...""",Which regulation specifies that the IHR shall replace previous international sanitary agreements and regulations?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ222,Healthcare,Article 58.2,"The Pan American Sanitary Code... shall remain in force with the exception of Articles 2, 9, 10, 11, 16 to 53 inclusive, 61 and 62...""",Which regulation specifies that the Pan American Sanitary Code remains in force except for certain articles?,"cco:Permission, cco:Regulation, cco:appliesUnder, cco:specifiesNorm",,,
CQ223,Healthcare,Article 59.1,"The period... for rejection of, or reservation to, these Regulations shall be 18 months from the date of the notification...""",Which regulation specifies the 18-month period for rejection or reservation of the IHR?,"cco:Regulation, cco:hasValidityEnd, cco:hasValidityStart",,,
CQ224,Healthcare,Article 59.1 bis,"The period... for rejection of, or reservation to, an amendment to these Regulations shall be 10 months from the date of the notification...""",Which regulation specifies that amendments to the IHR require a 10-month period for rejection or reservation?,"cco:Regulation, cco:hasValidityEnd, cco:hasValidityStart",,,
CQ225,Healthcare,Article 59.2,"These Regulations shall enter into force 24 months after the date of notification referred to in paragraph 1 of this Article...""",Which regulation specifies that the IHR shall enter into force 24 months after notification?,"cco:Regulation, cco:hasValidityEnd, cco:hasValidityStart",,,
CQ226,Healthcare,Article 59.2,"amendments to these Regulations shall enter into force 12 months after the date of notification referred to in paragraph 1bis of this Article...""",Which regulation specifies that amendments to the IHR shall enter into force 12 months after notification?,"cco:Regulation, cco:hasValidityEnd, cco:hasValidityStart",CQ225,0.92,B-similar
CQ227,Healthcare,Article 59.3,"that State shall submit within the applicable period... a declaration to the Director-General regarding the outstanding adjustments...""",Which regulation specifies that a State unable to fully adjust domestic arrangements within the entry-into-force period shall submit a declaration to the Director-General?,"cco:Obligation, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ228,Healthcare,Article 55.1,"Amendments to these Regulations may be proposed by any State Party or by the Director-General.""",Which regulation specifies that proposals for amendments to the IHR may be submitted by any State Party or the Director-General?,"cco:Permission, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ229,Healthcare,Article 55.2,"The text of any proposed amendment shall be communicated to all States Parties by the Director-General at least four months before...""",Which regulation specifies that the Director-General shall communicate proposed amendments to all States Parties at least four months before consideration?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:specifiesNorm",,,
CQ230,Healthcare,Article 50(c),"the Director-General may request any State Party... to place at the disposal of the Review Committee information...""",Which regulation specifies that the Director-General may request information from State Parties for the Review Committee?,"cco:Permission, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ231,Healthcare,Article 50(d),"the Director-General may... appoint one or more technical experts to advise the Review Committee.""",Which regulation specifies that the Director-General may appoint technical experts to advise the Review Committee?,"cco:Permission, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ232,Healthcare,Article 50(f),"the Director-General shall communicate to States Parties any standing recommendation, as well as the modifications or termination...""",Which regulation specifies that the Director-General shall communicate standing recommendations and modifications to States Parties?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:specifiesNorm",,,
CQ233,Healthcare,Article 50(g),"standing recommendations shall be submitted by the Director-General to the subsequent Health Assembly for its consideration.""",Which regulation specifies that standing recommendations shall be submitted to the Health Assembly for consideration?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:specifiesNorm",,,
CQ234,Healthcare,Article 54.2,"it may request the advice of the Review Committee, through the Director-General.""",Which regulation specifies that the Health Assembly may request the advice of the Review Committee?,"cco:Permission, cco:Regulation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ235,Healthcare,Article 60,"these Regulations shall enter into force with respect to that State... upon expiry of that period.""",What is the start date of validity for a Regulation upon entry into force?,"cco:Regulation, cco:hasValidityStart",,,
CQ236,Healthcare,Article 60,"In no case shall these Regulations enter into force in respect to that State earlier than 24 months after the date of notification...""",What is the minimum duration before a Regulation can enter into force for a new State Party?,"cco:Regulation, cco:hasApplicabilityStart, cco:hasValidityStart",,,
CQ237,Healthcare,Article 60,"Any State which becomes a Member of WHO after the date of the notification... may communicate its rejection...""",Which Regulation specifies a norm that applies to States becoming WHO Members after a notification date?,"cco:Norm, cco:Regulation, cco:appliesToRole, cco:specifiesNorm",,,
CQ238,Healthcare,Article 60,"Unless rejected, these Regulations shall enter into force with respect to that State... upon expiry of that period.""",What condition must be satisfied for a Regulation to enter into force for a State that does not reject it?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",,,
CQ239,Healthcare,Article 61,"these Regulations or the amendment concerned shall not enter into force with respect to that State.""",Which Norm is modified by an Exception when a State rejects the Regulations?,"cco:Exception, cco:Norm, cco:hasCondition, cco:hasException, cco:modifiesNorm",,,
CQ240,Healthcare,"Article 62, paragraph 5","unless by the end of six months... a reservation has been objected to... it shall be deemed to be accepted""",What is the end date of applicability for a Norm that enters into force subject to a reservation?,cco:Norm,,,
CQ241,Healthcare,"Article 62, paragraph 5","it shall be deemed to be accepted and these Regulations shall enter into force for the reserving State""",What is the start date of applicability for a Norm that is deemed accepted after no objection to a reservation?,"cco:Norm, cco:hasApplicabilityStart",,,
CQ242,Healthcare,"Article 62, paragraph 3","A rejection in part of these Regulations or an amendment thereto shall be considered as a reservation.""",Which Exception applies when a State makes a reservation to an amendment?,"cco:Condition, cco:Exception, cco:hasCondition, cco:hasException, cco:modifiesNorm",,,
CQ243,Healthcare,"Article 62, paragraph 4","if the reservation was made after the entry into force of these Regulations, request States Parties... within six months""",What Condition triggers the Director-General to request objections from States Parties regarding a reservation?,"cco:ConditionExpression, cco:appliesUnder",,,
CQ244,Healthcare,"Article 62, paragraph 2","States formulating reservations should provide the Director-General with reasons for the reservations.""",Which Role is involved in the submission of a reservation to the Director-General?,"cco:Role, cco:appliesToRole",,,
CQ245,Healthcare,"Article 64, paragraph 1","such acceptance shall become effective upon the date of entry into force... or... three months after receipt""",What is the duration within which a State not a Member of WHO can accept the Regulations after notification?,cco:Norm,,,
CQ246,Healthcare,"Article 64, paragraph 2","withdraw from participation... which shall take effect six months after the Director-General has received it""",What is the end date of applicability for a Norm when a State withdraws from participation?,cco:Norm,,,
CQ247,Healthcare,Article 63,"these Regulations or an amendment thereto, as applicable, shall enter into force with regard to that State""",Which Regulation is superseded by another Regulation when an amendment enters into force?,"cco:Regulation, cco:supersedes",,,
CQ248,Healthcare,"Article 63, paragraph 1","shall enter into force with regard to that State upon receipt by the Director-General of the notification""",What is the start date of applicability for a Norm after withdrawal of rejection?,"cco:Norm, cco:hasApplicabilityStart",,,
CQ249,Healthcare,"Article 64, paragraph 2","which shall take effect six months after the Director-General has received it""",What is the end date for the effectiveness of a withdrawal notification from a State not a Member of WHO?,cco:Norm,,,
CQ250,Healthcare,"Article 65, paragraph 2","The Director-General shall... issue notification of each reservation received...""",Which Agent issues a Regulation that includes provisions on reservations?,"cco:Regulation, cco:RegulatoryAuthorityAgent, cco:issues",,,
CQ251,Healthcare,"Article 65, paragraph 1","The Director-General shall notify all States Members and Associate Members of WHO...""",What Role Holding is associated with the Director-General issuing notifications?,"cco:Agent, cco:appliesToRole",,,
CQ252,Healthcare,Article 65,"The Director-General shall notify all States Members and Associate Members of WHO...""",What is the start date of a Role Holding for the Director-General in issuing notifications?,"cco:RoleHolding, cco:hasStartTime",,,
CQ253,Healthcare,Article 60,"Any State which becomes a Member of WHO... may communicate its rejection of, or any reservation to, these Regulations""",Which Resource is regulated by a Regulation that enters into force for new Member States?,"cco:Regulation, cco:Resource, cco:regulates",,,
CQ254,Healthcare,"Article 63, paragraph 2","The whole or part of any reservation may at any time be withdrawn by the State Party... by notifying the Director-General.""",What Action is required of a State Party when withdrawing a reservation?,"cco:Obligation, cco:hasAction",,,
