cq_id,domain,clause,excerpt,question,cco_elements,dup_of,dup_score
CQ240,Education,120.2,"Where an apprentice has changed employer after they have completed all the training and reached gateway... the apprentice may complete the end-point assessment.""",Can an apprentice change employer after reaching gateway and still complete the end-point assessment?,"cco:Permission, cco:appliesUnder",,
CQ241,Education,120.2.1,"Providers must contact apprenticeship service support to get approval to report this change to us...""",What must providers do before reporting a change in employer after gateway?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,
CQ242,Education,121,"Once assessment has started, any change of EPAO must be agreed, with both the employer and provider providing the satisfactory withdrawal...""",Under what condition must both employer and provider agree to a change of EPAO after assessment has started?,"cco:Obligation, cco:appliesUnder",,
CQ243,Education,122,"Although both the employer and the main provider will be involved... the end point assessment itself must be independent.""",What obligation ensures independence of end-point assessment?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,
CQ244,Education,123,"The EPAO... must ensure that the assessment methods involve someone from the occupation... who has not been involved in the training element.""",Who must be involved in the delivery and grading decision of the assessment to ensure independence?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",,
CQ245,Education,124,"Providers must follow the ‘Changing to a new version of a standard’ rules (see paragraphs 294 to 308).""",What obligation applies when an apprentice wishes to move to a standard with a revised assessment plan?,"cco:Obligation, cco:hasAction",,
CQ246,Education,125,"If the training provider is also acting as the EPAO... the assessment must involve someone from the occupation... who has not been involved in the training.""",Under what condition can a training provider act as the EPAO for an integrated degree standard?,"cco:Permission, cco:appliesUnder",,
CQ247,Education,126,"Delivery of new learning must not take place during the end-point assessment period.""",What obligation prohibits delivery of new learning during the end-point assessment period?,"cco:Prohibition, cco:hasAction",,
CQ248,Education,127,"The end-point assessment organisation (or the provider, in the case of an integrated standard) is responsible for claiming the apprenticeship completion certificate...""",Who is responsible for claiming the apprenticeship completion certificate?,"cco:Norm, cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasApplicabilityStart",,
CQ249,Education,128,"The end-point assessment organisation must not claim the apprenticeship completion certificate... until they have received evidence from the provider...""",Under what condition must the EPAO not claim the completion certificate?,"cco:Prohibition, cco:appliesUnder",,
CQ250,Education,129,"The provider must apply for, and give, apprentice’s certificates from awarding organisations... and ensure they keep a copy...""",What obligation does the provider have regarding mandatory qualification certificates?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ251,Education,Evidence requirements (after 129),"Evidence of the written agreement with, and payments made to, the EPAO for conducting the end-point assessment where appropriate.""",What evidence must the provider have regarding payments made to the EPAO?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ252,Education,Evidence requirements (after 129),"Records and evidence of completion of the end-point assessment. This must be available within 3 months of providers reporting it in the ILR.""",What records must the provider maintain regarding completion of end-point assessment?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ253,Education,Evidence requirements (after 129),"Signed statement by employer and provider that the apprentice is still employed until the end-point assessment is completed.""",What obligation applies to the provider regarding confirmation of employment until end-point assessment is completed?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ254,Education,Evidence requirements (after 129),"Evidence from the EPAO that the EPA has been attempted and either a) achieved and the certificate claimed... or b) failed (and no resit taken).""",What evidence must exist to confirm that the end-point assessment was attempted?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ255,Education,132.1,"Aged between 16 and 21 years old (or 15 years of age if the apprentice’s birthday is between the last Friday of June and 31 August)""",What obligation applies to foundation apprenticeship eligibility for apprentices aged 16–21?,"cco:Permission, cco:appliesUnder",,
CQ256,Education,132.2,"Aged between 22 and 24 years old and has either an Education, Health and Care (EHC) plan... or has been, or are, in the care of their location authority...""",What condition applies to foundation apprentices aged 22–24 with an EHC plan or care experience?,"cco:Permission, cco:appliesUnder",,
CQ257,Education,132.3,"Aged between 22 and 24 years old and is either a prisoner or is a prison leaver.""",What condition applies to foundation apprentices who are prisoners or prison leavers?,"cco:Permission, cco:appliesUnder",,
CQ258,Education,134,"Where apprentices do not give consent to share this information with their employer, then they must not be placed on a foundation apprenticeship.""",What obligation applies if an apprentice does not consent to sharing protected information with the employer?,"cco:Prohibition, cco:appliesUnder",,
CQ259,Education,138,"Where the apprentice is aged 16-18 and does not already hold a level 2 qualification in English and /or maths, then the provider must adopt the following approach...""",Which obligation applies to providers regarding English and maths training for apprentices aged 16–18 who do not hold a level 2 qualification?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ260,Education,138.1,"Where the apprentice holds neither level 1 (Functional Skills level 1 or GCSE D to G or 3 to 1) nor level 2... must start and continue to study for at least a level 1...""",What action must a provider take when an apprentice aged 16–18 holds neither level 1 nor level 2 in English and/or maths?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ261,Education,138.2,"Where the apprentice already holds an approved level 1 qualification, then the apprentice must start and continue to study for a level 2...""",What obligation applies to providers when an apprentice aged 16–18 already holds an approved level 1 qualification in English and/or maths?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ262,Education,138.3,"Under both scenarios the apprentice is not required to take the assessment(s)... however where providers deem it appropriate... the assessment(s) can be taken.""",Under what condition can an apprentice take the English and/or maths assessment before completing their foundation apprenticeship?,"cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasObject",,
CQ263,Education,140,"Where it is agreed that the apprentice will study towards English and /or maths, providers must ensure active learning... in line with the signed training plan.""",What obligation applies to providers regarding active learning for English and/or maths for apprentices aged 16–18?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ264,Education,140,"Where the apprentice is aged 16-18 the plan must include a minimum of 55 guided learning hours per subject...""",What is the minimum guided learning hour requirement for English and/or maths for apprentices aged 16–18?,"cco:Obligation, cco:appliesUnder, cco:hasObject",,
CQ265,Education,140.1,"The only exception... is where it has been identified... that due to prior knowledge the learner requires less than 55 guided learning hours...""",Under what condition can the 55 guided learning hour requirement for English and/or maths be reduced for an apprentice aged 16–18?,"cco:Exception, cco:hasCondition, cco:hasException, cco:modifiesNorm",,
CQ266,Education,141,"For eligible apprentices, the provider and the employer will receive an additional £1,000 payment...""",What additional payment is provided to eligible apprentices and their employers for foundation apprenticeships?,"cco:Permission, cco:hasAction, cco:hasObject, cco:specifiesNorm",,
CQ267,Education,142,"Eligible apprentices will also receive the care leavers’ bursary...""",What bursary is available to eligible apprentices who are care leavers?,"cco:Permission, cco:hasObject, cco:specifiesNorm",,
CQ268,Education,143.1,"90 days after the apprentice’s learning start date, £667 will be paid if the apprentice is still undertaking their foundation apprenticeship""",When is the first employer incentive payment of £667 made for a foundation apprenticeship?,"cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasObject",,
CQ269,Education,143.2,"242 days after the apprentice’s learning start date, £667 will be paid if the apprentice is still undertaking their foundation apprenticeship""",When is the second employer incentive payment of £667 made for a foundation apprenticeship?,"cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasObject",,
CQ270,Education,143.3,"A progression payment of £666 will be paid if the apprentice... starts a new apprenticeship... within 6 months... and remains with the same employer""",Under what conditions is the progression payment of £666 made after completion of a foundation apprenticeship?,"cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasObject",,
CQ271,Education,144,"The provider must pass the payments on, in full, to the employer within 30 working days of receiving the funding from us.""",What obligation does the provider have regarding passing incentive payments to the employer?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ272,Education,146,"Providers must: 146.1. Offer IAG support... 146.2. Comply with their statutory duty to notify the relevant local authority...""",What obligation applies to providers when a 16–17-year-old apprentice is at risk of becoming NEET?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction",,
CQ273,Education,147,"Additional payments and incentive payments stop for the first employer... days in learning with the first employer are added to... new employer...""",What happens to incentive payments when an apprentice changes employer but continues the same foundation apprenticeship with the same provider?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,
CQ274,Education,148,"Any employer co-investment due from the first employer must be reconciled by the provider...""",What obligation does the provider have regarding employer co-investment when an apprentice changes employer?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ275,Education,149,"Additional payments and incentive payments stop for the employer and provider, but they will retain any eligible payments already made.""",What happens to incentive payments when an apprentice withdraws from a foundation apprenticeship prior to completion?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,
CQ276,Education,151,"The provider must issue the apprentice with a ‘summary of training’ document which evidences the training that the apprentice has undertaken...""",What obligation does the provider have when an apprentice withdraws from a foundation apprenticeship prior to completion?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ277,Education,152,"The original provider will retain any eligible provider additional payments already made. Any remaining... can be paid to the new provider.""",What happens to provider additional payments when an apprentice changes to a different provider for the same foundation apprenticeship?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,
CQ278,Education,153,"Any employer co-investment due from the employer... must be reconciled by the original main provider.""",What obligation does the original provider have regarding employer co-investment when an apprentice changes providers?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ279,Education,156,"The provider must issue the apprentice and /or employer with a ‘summary of training’ document...""",What obligation does the provider have when an apprentice moves to a different apprenticeship programme prior to completion?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ280,Education,158,"Eligibility for employer incentive payments... will be determined by the apprentice’s age at the start of their next apprenticeship...""",How is eligibility for employer incentive payments determined when an apprentice starts a new apprenticeship after a foundation apprenticeship?,"cco:Obligation, cco:appliesUnder",,
CQ281,Education,Evidence requirements,"The provider must retain evidence of an individual’s eligibility, including: confirmation of the apprentice’s date of birth...""",What regulation specifies the obligation for providers to retain evidence of an apprentice’s eligibility for a foundation apprenticeship?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,
CQ282,Education,Evidence requirements,"For apprentices aged 16-18 who are undertaking English and /or maths, the provider must: detail the plans for English and /or maths active learning...""",What obligation applies to providers regarding the documentation of English and/or maths learning plans for apprentices aged 16–18?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ283,Education,Evidence requirements,"Providers must retain evidence of additional payments... being paid to the employer within the agreed timeframes... in financial systems...""",What evidence must providers retain to confirm that additional payments were passed to the employer?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ284,Education,Evidence requirements,"For the progression payment... evidence that the learner has remained with the same employer and started their next apprenticeship within 6 months...""",What evidence is required for the progression payment when an apprentice starts a new apprenticeship?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",,
CQ285,Education,Evidence requirements,"Where an apprentice... is at risk of becoming a NEET, the provider must evidence they have offered IAG support and have complied with the statutory duty...""",What obligation applies to providers when a 16–17-year-old apprentice is at risk of becoming NEET?,"cco:Obligation, cco:hasAction, cco:hasObject",CQ272,1
CQ286,Education,Evidence requirements,"Where an apprentice withdraws before completion... the provider must evidence that they have issued a ‘summary of training’ document...""","What obligation applies to providers when an apprentice withdraws, changes programme, or changes provider?","cco:Obligation, cco:hasAction, cco:hasObject",,
CQ287,Education,160.1,"If levy funds are available in an employer’s account, we will pay the provider 80% of the total negotiated price... in equal monthly instalments...""",What obligation applies to a provider regarding the monthly payment when levy funds are available in an employer’s account?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",,
CQ288,Education,160.2,"If the employer does not have levy funds... we will pay the provider 80% of the government co-investment funding in equal monthly instalments...""",What obligation applies to a provider regarding monthly payments when an employer does not have sufficient levy funds?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",,
CQ289,Education,161,"We will pay the remaining balance... when the apprentice has undertaken all the activity relevant to the apprenticeship, including completing all elements of the end-point assessment...""",When is the completion payment due to the provider under the apprenticeship funding rules?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",,
CQ290,Education,163,"For main providers to be eligible for the completion payment... they must have: 163.1. Collected the co-investment from the employer; and 163.2. Reported the cash value...""",What condition must be met for a main provider to be eligible for the completion payment when training is not funded from levy funds?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,
CQ291,Education,173,"Employers who are planning to use reserved funds... should reserve funds in advance of recruitment... or within one calendar month of the apprenticeship starting.""",What obligation does a non-levy employer have regarding reservation of funds for apprenticeship funding?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,
CQ292,Education,177,"Reservations will expire if they are not used within 3 months of the start date detailed within the reservation.""",What is the maximum duration for which a reservation of funds remains valid?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,
CQ293,Education,166.1,"Remove PAYE schemes from their apprenticeship service account that are no longer operated by the employer associated with the account...""",What obligation applies to employers regarding the removal of PAYE schemes from their apprenticeship service account?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,
CQ294,Education,166.2,"Manage users associated with their account including: 166.2.1 Ensuring that individuals... are not given access...""",What obligation applies to employers regarding user access management on their apprenticeship service account?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,
CQ295,Education,168,"Employers must not allow any third party to authorise payments through their apprenticeship service account.""",What obligation applies to employers regarding third-party authorisation of payments through their apprenticeship service account?,"cco:Prohibition, cco:appliesUnder, cco:hasAction",,
CQ296,Education,169,"To be funded from the apprenticeship service account, the data entered... must correspond with the information submitted by the provider... through the ILR.""",What condition must be satisfied for payments to be made to a provider from the apprenticeship service account?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,
CQ297,Education,170,"Employers are responsible for making accurate declarations to HMRC that we will use to manage their apprenticeship service account.""",What obligation applies to employers regarding accurate declarations to HMRC for managing their apprenticeship service account?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,
CQ298,Education,171,"Employers whose organisation is subject to structural changes... must contact us to inform us of these changes.""",What obligation applies to employers undergoing structural changes such as mergers or acquisitions?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,
CQ299,Education,179,"The provider must agree a contract for services with the employer and this must include a price for the total cost of each apprenticeship...""",What obligation applies to providers regarding agreement of the total negotiated price with the employer?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",,
CQ300,Education,180,"Any subsequent changes to either the TNP1 or the TNP2 price fields must be agreed by the employer and clearly documented.""",What obligation applies to providers regarding documentation of changes to TNP1 or TNP2 prices?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,
CQ301,Education,182,"Employers who do not pay the apprenticeship levy... must co-invest the relevant amount... towards the cost of the apprenticeship training and assessment.""",What obligation applies to employers regarding co-investment when they do not pay the levy or have insufficient levy funds?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",,
CQ302,Education,183.1,"Employers who do not pay the levy, if at the start of their apprenticeship training the apprentice is aged between 16 and 21 years old...""",Under what condition is the government required to fund all apprenticeship training costs up to the funding band maximum for non-levy employers?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,
CQ303,Education,184,"The provider must not request any employer contribution towards the costs of an apprenticeship, up to the funding band maximum.""",What prohibition applies to providers regarding requesting employer contributions in cases where the government fully funds the apprenticeship?,"cco:Prohibition, cco:appliesUnder, cco:hasAction",,
CQ304,Education,163.2,"Reported the cash value of the employer co-investment on the ILR, by their final ILR submission within the academic year that the apprentice completes.""",What obligation applies to providers regarding reporting the cash value of employer co-investment on the ILR?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,
CQ305,Education,173,"Employers must reserve funds within one calendar month of the apprenticeship starting (i.e., the reservation can be backdated by one calendar month).""",What regulation specifies the obligation for employers to reserve funds within one calendar month of an apprenticeship start?,"cco:Regulation, cco:hasValidityStart, cco:specifiesNorm",,
CQ306,Education,167,"Providers must not have access to an employer’s apprenticeship service account, unless operating as an employer-provider.""",What action is prohibited for providers regarding access to an employer’s apprenticeship service account?,"cco:Prohibition, cco:appliesUnder, cco:hasAction",,
CQ307,Education,188,"Main providers must not return, in total or in part, the employer’s contribution once the co-investment has been collected...""",Which obligation applies to main providers regarding collection of employer co-investment for apprenticeships funded through government-employer co-investment?,"cco:Condition, cco:Obligation, cco:Regulation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject, cco:specifiesNorm",,
CQ308,Education,188,"the only exception is where a change of circumstances has taken place...""",What condition modifies the obligation for main providers not to return employer co-investment contributions?,"cco:Condition, cco:Exception, cco:hasCondition, cco:hasException, cco:modifiesNorm",,
CQ309,Education,186,"levy funds available in the employer’s account will be used to pay that month’s instalment.""",What action is required of main providers when an employer becomes a levy-payer during an apprenticeship that started as non-levy?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",,
CQ310,Education,188,"the employer co-investment must be reconciled and any overpayment addressed.""",What obligation applies to main providers regarding reconciliation of employer co-investment in case of overpayment due to change of circumstances?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",,
CQ311,Education,189,"We may withhold the final completion payment until all the necessary employer co-investment has been collected.""",Under what condition may the final completion payment be withheld from main providers?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",,
CQ312,Education,189.1,"Main providers must invoice employers separately for any employer co-investment, including any VAT if applicable.""",What obligation applies to main providers regarding invoicing of employer co-investment?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ313,Education,189.2,"Main providers may agree a schedule of co-investment payments with the employer which does not match monthly payments made by us...""",Can main providers agree on a co-investment payment schedule that differs from monthly government payments?,"cco:Permission, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ314,Education,189.3,"Throughout the financial year main providers must regularly collect the matching co-investment from employers and report this within the ILR.""",What obligation applies to main providers regarding regular collection and reporting of employer co-investment?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ315,Education,189.4,"Main providers will need to collect and record the full co-investment amount required by their final ILR submission...""",By when must main providers have collected and recorded the full co-investment amount required for an apprenticeship?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ316,Education,190,"The provider, or the employer, must not ask the apprentice to contribute financially to the eligible costs of training...""",What obligation applies to providers or employers regarding financial contributions by apprentices?,"cco:Prohibition, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ317,Education,Evidence requirements (after 190),"Evidence they have collected the required employer co-investment contribution...""",What evidence must main providers supply when an apprenticeship is funded through government-employer co-investment?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ318,Education,Evidence requirements (after 190),"Provide confirmation of the apprentice’s date of birth, Provide confirmation of Education, Health and Care plan and /or care leavers status...""",What evidence must main providers supply when an apprenticeship is exempt from employer co-investment?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",CQ317,0.86
CQ319,Education,191,"The apprentice must be in learning for a minimum of 42 days between the learning start date and learning planned end date.""",What minimum duration in learning qualifies an apprentice for funding?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",,
CQ320,Education,192,"The provider must not include a learner in the ILR if they withdraw without completing one episode of learning...""",What obligation applies to providers regarding inclusion of learners in the ILR who withdraw before starting learning?,"cco:Prohibition, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ321,Education,193,"Where funding is paid for an apprentice who does not subsequently meet the relevant qualifying period, we will recover the funding from the provider.""",Under what condition will funding be recovered from the provider?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",,
CQ322,Education,194,"Supplies of training or end-point assessment, which are paid by government funding, including the apprenticeship levy, are exempt from VAT.""",Are training supplies paid by government funding subject to VAT?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",,
CQ323,Education,194,"Providers must not include VAT in the prices they enter onto the ILR.""",What obligation applies to main providers regarding VAT inclusion in ILR prices?,"cco:Prohibition, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ324,Education,195,"Main providers must determine the VAT treatment on their invoices to employers.""",What obligation applies to main providers in determining VAT treatment on invoices to employers?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ325,Education,198,"Funds received by providers from an employer’s apprenticeship service account... do not fall within the scope of subsidy control from 1 August 2025 to 31 July 2026.""",Do funds received by providers from employer apprenticeship service accounts fall under subsidy control for 2025–2026?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",,
CQ326,Education,200.1,"The provider must ensure the employer completes an MFA declaration for relevant funding they receive through transfers.""",What obligation applies to providers when an employer receives transferred funds that may engage subsidy control rules?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",,
CQ327,Education,201,"If providers become aware that an employer exceeds their Minimal Financial Assistance exemption... they must contact us.""",What must providers do if they become aware an employer exceeds the Minimal Financial Assistance exemption?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ328,Education,202,"Levy-paying employers can transfer a percentage of their levy funds... The annual transfer allowance percentage is currently set at 50%...""",What is the maximum percentage of levy funds that can be transferred by a levy-paying employer?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",,
CQ329,Education,207,"A transfer must be agreed and put in place before an apprentice (being funded by the transfer) starts their apprenticeship.""",When must a transfer of levy funds be agreed for a new apprenticeship start?,"cco:Obligation, cco:hasAction, cco:hasObject",,
CQ330,Education,208,"There must not be any conditions imposed on sending a transfer, such as choosing the receiving employer’s main provider or end-point assessment organisation...""",Can a sending employer impose conditions on the receiving employer’s choice of provider or EPAO?,"cco:Prohibition, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ331,Education,209,"Employers must not seek or accept any incentives or inducements, or any other payments not authorised by us in exchange for sending or receiving a transfer.""",What obligation applies to employers regarding incentives in exchange for levy fund transfers?,"cco:Prohibition, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ332,Education,211,"Receiving employers will have 6 weeks to accept these funds.""",How long does a receiving employer have to accept approved transfer funds?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",,
CQ333,Education,212,"They will have 3 months to use these funds, by linking the funds to an approved apprenticeship record.""",How long does a receiving employer have to use accepted transfer funds by linking them to an apprenticeship record?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",,
CQ334,Education,213.1,"Agree the transfer details with the sending employer (either by an approved pledge application or by a direct transfer connection)""",What must receiving employers agree with sending employers before entering details on their apprenticeship service account?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ335,Education,213.2,"Agree with the main provider which apprenticeship standard the apprentice will be undertaking""",What must receiving employers agree with the main provider before entering details on their apprenticeship service account?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ336,Education,213.3,"Confirm the price that has been negotiated with the main provider and end-point assessment organisation.""",What must receiving employers confirm with the main provider and EPAO before entering details on their apprenticeship service account?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ337,Education,215,"The receiving employer must pay co-investment to their main provider for the remainder""",What obligation applies to receiving employers when the sending employer lacks sufficient funds for training?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",,
CQ338,Education,222,"The provider must directly deliver some of the apprenticeship training and /or on-programme assessment...""",Which obligation applies to providers regarding the direct delivery of apprenticeship training or on-programme assessment for each employer’s apprenticeship programme?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ339,Education,238,"The provider must maintain the relationship with each employer at all times.""",What action is required of providers when using subcontractors in terms of maintaining the relationship with employers?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ340,Education,227,"Main providers must publish the information referred to in paragraphs 224 and 225 on their website...""",What obligation do main providers have regarding the publication of subcontracting rationale and cost information?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ341,Education,226,"The provider must review their subcontracting policy... and this must be signed off by the person charged with overall responsibility...""",What obligation applies to providers concerning the review and governance approval of their subcontracting policy ahead of each funding year?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ342,Education,219,"Providers must fully explain to the receiving employer the requirement to pay co-investment...""",What obligation do providers have regarding explaining co-investment requirements to receiving employers in cases of levy transfers?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction",,
CQ343,Education,220,"Providers can deliver training to apprentices they are funding through a transfer... subject to this not being a condition of the transfer.""",Under what condition can providers deliver training through a transfer while also acting as a levy-paying employer?,"cco:Permission, cco:appliesToRole, cco:appliesUnder, cco:hasAction",,
CQ344,Education,233,"The provider must carry out their own due diligence checks on potential subcontractors...""",What obligation applies to providers regarding due diligence checks on potential subcontractors?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ345,Education,235,"The provider must ensure that they comply with current and relevant procurement regulations.""",What obligation applies to providers regarding the selection of subcontractors in compliance with procurement regulations?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ346,Education,236,"The provider must not make artificial distinctions or put in place convoluted delivery arrangements...""",What obligation applies to providers regarding the use of artificial distinctions to avoid subcontracting rules?,"cco:Prohibition, cco:appliesToRole, cco:hasAction",,
CQ347,Education,237,"The provider must not agree the use of any subcontractor where this would require them to subcontract... to a second level.""",What obligation applies to providers regarding the prohibition of second-level subcontracting?,"cco:Prohibition, cco:appliesToRole, cco:hasAction",,
CQ348,Education,240,"The main provider must put in place a written agreement with the employer that sets out and confirms the following...""",What obligation applies to main providers regarding written agreements with employers about subcontracting?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ349,Education,224,"The provider must have a sound rationale for subcontracting, which must enhance the quality of the learner offer.""",What obligation applies to providers regarding the rationale for subcontracting enhancing the quality of the learner offer?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ350,Education,239.1,"This must include a list of specific costs for managing the subcontractor and for quality monitoring activities...""",What obligation applies to providers regarding the itemisation of management and quality monitoring costs in subcontracting arrangements?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ351,Education,219,"Providers must arrange to collect co-investment as set out in the co-investment section.""",What obligation applies to providers regarding the collection of co-investment from receiving employers?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,
CQ352,Education,218,"For the purposes of apprenticeships funded by a transfer, the receiving employer is treated as a levy-paying employer.""",What permission is granted to receiving employers regarding treatment as levy-paying employers for transferred apprenticeships?,"cco:Permission, cco:appliesToRole",,
CQ353,Education,Evidence requirements,"providers must hold confirmation of who the sending employer is.""",What obligation applies to providers regarding confirmation of the sending employer in levy transfer cases?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,
CQ354,Education,222.1,"The volume of training... must have some substance and must not be a token amount to satisfy this rule.""",What obligation applies to providers regarding the delivery of only a token amount of training to satisfy direct delivery rules?,"cco:Prohibition, cco:appliesToRole, cco:hasAction",,
CQ355,Education,222.2,"It must not be limited to a brief input at the start... or involve delivery to just a few of a large number...""",What obligation applies to providers regarding limiting direct delivery to brief inputs or a few apprentices?,"cco:Prohibition, cco:appliesToRole, cco:hasAction",,
CQ356,Education,222.2,"It does not include delivering only English or maths, or aspects of the apprenticeship which all apprentices must have...""","What obligation applies to providers regarding the exclusion of English, maths, safeguarding, or British values from direct delivery counts?","cco:Prohibition, cco:appliesToRole, cco:hasAction",,
CQ357,Education,231.4.2,"Main providers and employer-providers must not enter into a subcontracting agreement... if the subcontractor has engaged the ‘Funding higher risk organisations’ policy.""","What obligation applies to providers regarding subcontracting agreements under the £100,000 de minimis arrangement with high-risk organisations?","cco:Prohibition, cco:appliesToRole, cco:appliesUnder, cco:hasAction",,
