cq_id,domain,clause,excerpt,question,cco_elements,llm_model,llm_assessment,llm_reason
CQ260,Education,138.1,"Where the apprentice holds neither level 1 (Functional Skills level 1 or GCSE D to G or 3 to 1) nor level 2... must start and continue to study for at least a level 1...""",What action must a provider take when an apprentice aged 16–18 holds neither level 1 nor level 2 in English and/or maths?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a role-specific application, a required action, and a condition that can be represented using CCO classes and properties."
CQ261,Education,138.2,"Where the apprentice already holds an approved level 1 qualification, then the apprentice must start and continue to study for a level 2...""",What obligation applies to providers when an apprentice aged 16–18 already holds an approved level 1 qualification in English and/or maths?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a condition, an applicable role, and a specified action and object, all of which can be represented using the provided CCO classes and properties."
CQ262,Education,138.3,"Under both scenarios the apprentice is not required to take the assessment(s)... however where providers deem it appropriate... the assessment(s) can be taken.""",Under what condition can an apprentice take the English and/or maths assessment before completing their foundation apprenticeship?,"cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission (assessment can be taken under certain conditions) that can be represented using CCO's Permission class, appliesUnder property for the condition, hasAction for the assessment-taking, and hasObject for the assessment(s), with the condition expressed via Condition class and hasConditionExpression."
CQ263,Education,140,"Where it is agreed that the apprentice will study towards English and /or maths, providers must ensure active learning... in line with the signed training plan.""",What obligation applies to providers regarding active learning for English and/or maths for apprentices aged 16–18?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an agent (providers), an action (ensure active learning), and an object (English and/or maths), all of which can be represented using CCO classes and properties."
CQ264,Education,140,"Where the apprentice is aged 16-18 the plan must include a minimum of 55 guided learning hours per subject...""",What is the minimum guided learning hour requirement for English and/or maths for apprentices aged 16–18?,"cco:Obligation, cco:appliesUnder, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on an agent (likely an organization) to include a minimum of 55 guided learning hours per subject in the plan for apprentices aged 16–18, which can be represented using CCO classes and properties like Obligation, appliesUnder for the age condition, and hasObject for the plan or hours."
CQ265,Education,140.1,"The only exception... is where it has been identified... that due to prior knowledge the learner requires less than 55 guided learning hours...""",Under what condition can the 55 guided learning hour requirement for English and/or maths be reduced for an apprentice aged 16–18?,"cco:Exception, cco:hasCondition, cco:hasException, cco:modifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,The exception structure with a condition modifying a norm about guided learning hours can be represented using CCO's Exception class with hasCondition and modifiesNorm properties.
CQ266,Education,141,"For eligible apprentices, the provider and the employer will receive an additional £1,000 payment...""",What additional payment is provided to eligible apprentices and their employers for foundation apprenticeships?,"cco:Permission, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a deontic statement (permission to receive payment) with explicit actors, action, and object, all representable using CCO's generic classes and properties."
CQ267,Education,142,"Eligible apprentices will also receive the care leavers’ bursary...""",What bursary is available to eligible apprentices who are care leavers?,"cco:Permission, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes a permission for eligible apprentices (Agent with Role) to receive a bursary (Resource), which can be represented using cco:Permission, cco:hasObject, and cco:appliesUnder for the eligibility condition."
CQ268,Education,143.1,"90 days after the apprentice’s learning start date, £667 will be paid if the apprentice is still undertaking their foundation apprenticeship""",When is the first employer incentive payment of £667 made for a foundation apprenticeship?,"cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a conditional obligation (payment action) with a temporal condition and an ongoing status condition, which can be represented using CCO's Norm (as Obligation), appliesUnder, hasAction, hasObject, and Condition classes/properties."
CQ269,Education,143.2,"242 days after the apprentice’s learning start date, £667 will be paid if the apprentice is still undertaking their foundation apprenticeship""",When is the second employer incentive payment of £667 made for a foundation apprenticeship?,"cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text contains a conditional deontic statement involving a payment action, a specific resource, and a temporal condition, all of which can be represented using the provided CCO classes and properties."
CQ270,Education,143.3,"A progression payment of £666 will be paid if the apprentice... starts a new apprenticeship... within 6 months... and remains with the same employer""",Under what conditions is the progression payment of £666 made after completion of a foundation apprenticeship?,"cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a conditional obligation (payment) with explicit conditions and actions that can be represented using CCO's Norm, Condition, and related properties."
CQ271,Education,144,"The provider must pass the payments on, in full, to the employer within 30 working days of receiving the funding from us.""",What obligation does the provider have regarding passing incentive payments to the employer?,"cco:Obligation, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""pass the payments on""), an object (""payments""), and a temporal condition (""within 30 working days""), all representable using CCO classes and properties."
CQ272,Education,146,"Providers must: 146.1. Offer IAG support... 146.2. Comply with their statutory duty to notify the relevant local authority...""",What obligation applies to providers when a 16–17-year-old apprentice is at risk of becoming NEET?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text specifies an obligation with an explicit role (providers), actions (offer IAG support, comply with duty), and a condition (when a 16–17-year-old apprentice is at risk of becoming NEET), all representable using CCO classes and properties."
CQ273,Education,147,"Additional payments and incentive payments stop for the first employer... days in learning with the first employer are added to... new employer...""",What happens to incentive payments when an apprentice changes employer but continues the same foundation apprenticeship with the same provider?,"cco:Obligation, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text describes a conditional obligation regarding the cessation and transfer of payments, which can be represented using CCO classes like Obligation, Condition, and properties like appliesUnder and hasAction."
CQ274,Education,148,"Any employer co-investment due from the first employer must be reconciled by the provider...""",What obligation does the provider have regarding employer co-investment when an apprentice changes employer?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation (""must be reconciled"") that can be represented using CCO:Obligation, cco:hasAction for ""reconciled"", and cco:appliesToRole for ""provider"", with generic classes covering the roles and resources involved."
CQ275,Education,149,"Additional payments and incentive payments stop for the employer and provider, but they will retain any eligible payments already made.""",What happens to incentive payments when an apprentice withdraws from a foundation apprenticeship prior to completion?,"cco:Obligation, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text can be represented using CCO by modeling the cessation of payments as an Obligation with a Condition (withdrawal prior to completion) and an Exception (retaining eligible payments already made), using the specified properties."
CQ276,Education,151,"The provider must issue the apprentice with a ‘summary of training’ document which evidences the training that the apprentice has undertaken...""",What obligation does the provider have when an apprentice withdraws from a foundation apprenticeship prior to completion?,"cco:Obligation, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (issuing a document) and an object (the summary of training document), which can be represented using CCO classes and properties."
CQ277,Education,152,"The original provider will retain any eligible provider additional payments already made. Any remaining... can be paid to the new provider.""",What happens to provider additional payments when an apprentice changes to a different provider for the same foundation apprenticeship?,"cco:Obligation, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit deontic structure involving an obligation (retaining payments) and a condition (apprentice changing providers), which can be represented using CCO classes and properties."
CQ278,Education,153,"Any employer co-investment due from the employer... must be reconciled by the original main provider.""",What obligation does the original provider have regarding employer co-investment when an apprentice changes providers?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes an obligation for the original provider to reconcile employer co-investment, which can be represented using CCO's Obligation class, appliesToRole for the provider role, and hasAction for the reconciliation activity."
CQ279,Education,156,"The provider must issue the apprentice and /or employer with a ‘summary of training’ document...""",What obligation does the provider have when an apprentice moves to a different apprenticeship programme prior to completion?,"cco:Obligation, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""issue"") and an object (""summary of training document""), which can be represented using CCO classes and properties without requiring domain-specific terms."
CQ280,Education,158,"Eligibility for employer incentive payments... will be determined by the apprentice’s age at the start of their next apprenticeship...""",How is eligibility for employer incentive payments determined when an apprentice starts a new apprenticeship after a foundation apprenticeship?,"cco:Obligation, cco:appliesUnder",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes a condition (apprentice's age at start of next apprenticeship) determining eligibility for an obligation (employer incentive payments), which can be represented using cco:Obligation, cco:appliesUnder, and cco:Condition with hasConditionExpression."
CQ281,Education,Evidence requirements,"The provider must retain evidence of an individual’s eligibility, including: confirmation of the apprentice’s date of birth...""",What regulation specifies the obligation for providers to retain evidence of an apprentice’s eligibility for a foundation apprenticeship?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""retain"") and an object (""evidence""), which can be represented using the provided CCO classes and properties."
CQ282,Education,Evidence requirements,"For apprentices aged 16-18 who are undertaking English and /or maths, the provider must: detail the plans for English and /or maths active learning...""",What obligation applies to providers regarding the documentation of English and/or maths learning plans for apprentices aged 16–18?,"cco:Obligation, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""detail"") and an object (""plans for English and/or maths active learning""), which can be represented using CCO classes and properties."
CQ283,Education,Evidence requirements,"Providers must retain evidence of additional payments... being paid to the employer within the agreed timeframes... in financial systems...""",What evidence must providers retain to confirm that additional payments were passed to the employer?,"cco:Obligation, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on providers (Agent) to retain evidence (Resource) with specified conditions, which can be represented using CCO's Obligation, hasAction, hasObject, and appliesUnder properties."
CQ284,Education,Evidence requirements,"For the progression payment... evidence that the learner has remained with the same employer and started their next apprenticeship within 6 months...""",What evidence is required for the progression payment when an apprentice starts a new apprenticeship?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with a condition (remaining with the same employer and starting a new apprenticeship within 6 months) and specifies required evidence as the object, all representable using CCO classes and properties."
CQ285,Education,Evidence requirements,"Where an apprentice... is at risk of becoming a NEET, the provider must evidence they have offered IAG support and have complied with the statutory duty...""",What obligation applies to providers when a 16–17-year-old apprentice is at risk of becoming NEET?,"cco:Obligation, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""must evidence"") and an object (""IAG support""), which can be represented using CCO classes and properties."
CQ286,Education,Evidence requirements,"Where an apprentice withdraws before completion... the provider must evidence that they have issued a ‘summary of training’ document...""","What obligation applies to providers when an apprentice withdraws, changes programme, or changes provider?","cco:Obligation, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""issue"") and an object (""summary of training document""), which can be represented using CCO classes and properties."
CQ287,Education,160.1,"If levy funds are available in an employer’s account, we will pay the provider 80% of the total negotiated price... in equal monthly instalments...""",What obligation applies to a provider regarding the monthly payment when levy funds are available in an employer’s account?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (paying), an object (monthly instalments), and a condition (levy funds available), all representable using CCO classes and properties."
CQ288,Education,160.2,"If the employer does not have levy funds... we will pay the provider 80% of the government co-investment funding in equal monthly instalments...""",What obligation applies to a provider regarding monthly payments when an employer does not have sufficient levy funds?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The normative structure can be captured using CCO with an Obligation applying under a Condition (employer lacking levy funds), having an Action (paying monthly instalments) and an Object (80% of government co-investment funding), while generic classes cover the provider and employer roles."
CQ289,Education,161,"We will pay the remaining balance... when the apprentice has undertaken all the activity relevant to the apprenticeship, including completing all elements of the end-point assessment...""",When is the completion payment due to the provider under the apprenticeship funding rules?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with a clear condition (apprentice completing all activity and assessment) that can be represented using CCO:Obligation, cco:appliesUnder, and cco:hasConditionExpression for the condition text."
CQ290,Education,163,"For main providers to be eligible for the completion payment... they must have: 163.1. Collected the co-investment from the employer; and 163.2. Reported the cash value...""",What condition must be met for a main provider to be eligible for the completion payment when training is not funded from levy funds?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause specifies conditions (collecting co-investment and reporting cash value) under which an obligation applies, which can be represented using cco:Condition, cco:appliesUnder, and cco:hasConditionExpression."
CQ291,Education,173,"Employers who are planning to use reserved funds... should reserve funds in advance of recruitment... or within one calendar month of the apprenticeship starting.""",What obligation does a non-levy employer have regarding reservation of funds for apprenticeship funding?,"cco:Obligation, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for employers (Agent) to reserve funds (Action on a Resource) under a specific temporal condition (Condition), which can be represented using CCO classes and properties."
CQ292,Education,177,"Reservations will expire if they are not used within 3 months of the start date detailed within the reservation.""",What is the maximum duration for which a reservation of funds remains valid?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes a condition with a temporal expression that can be represented using cco:Condition and cco:hasConditionExpression, and it implicitly involves a norm (e.g., a prohibition or obligation on using reservations beyond the period) that applies under this condition, which aligns with CCO's structure."
CQ293,Education,166.1,"Remove PAYE schemes from their apprenticeship service account that are no longer operated by the employer associated with the account...""",What obligation applies to employers regarding the removal of PAYE schemes from their apprenticeship service account?,"cco:Obligation, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation for employers (Agent) to perform an action (remove PAYE schemes) on a resource (apprenticeship service account), which can be fully represented using CCO classes and properties."
CQ294,Education,166.2,"Manage users associated with their account including: 166.2.1 Ensuring that individuals... are not given access...""",What obligation applies to employers regarding user access management on their apprenticeship service account?,"cco:Obligation, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation for employers (Agent) to perform an action (hasAction) regarding user access management (Resource), which can be represented using CCO classes and properties."
CQ295,Education,168,"Employers must not allow any third party to authorise payments through their apprenticeship service account.""",What obligation applies to employers regarding third-party authorisation of payments through their apprenticeship service account?,"cco:Prohibition, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a clear prohibition (employers must not allow) that can be represented using CCO's Prohibition class, with applicable roles, actions, and agents covered by generic CCO classes."
CQ296,Education,169,"To be funded from the apprenticeship service account, the data entered... must correspond with the information submitted by the provider... through the ILR.""",What condition must be satisfied for payments to be made to a provider from the apprenticeship service account?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,The clause establishes a condition for funding eligibility that can be represented using cco:Condition with cco:hasConditionExpression for the text and linked via cco:appliesUnder to a relevant Norm.
CQ297,Education,170,"Employers are responsible for making accurate declarations to HMRC that we will use to manage their apprenticeship service account.""",What obligation applies to employers regarding accurate declarations to HMRC for managing their apprenticeship service account?,"cco:Obligation, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation on employers (Agent/Role) to perform an action (hasAction) with a resource (Resource), which can be represented using CCO's deontic and structural properties."
CQ298,Education,171,"Employers whose organisation is subject to structural changes... must contact us to inform us of these changes.""",What obligation applies to employers undergoing structural changes such as mergers or acquisitions?,"cco:Obligation, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text contains an explicit obligation with an action (""must contact us to inform"") and a condition (""undergoing structural changes""), which can be represented using CCO classes and properties."
CQ299,Education,179,"The provider must agree a contract for services with the employer and this must include a price for the total cost of each apprenticeship...""",What obligation applies to providers regarding agreement of the total negotiated price with the employer?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""agree a contract"") and an object (""price for the total cost""), which can be represented using CCO classes and properties."
CQ300,Education,180,"Any subsequent changes to either the TNP1 or the TNP2 price fields must be agreed by the employer and clearly documented.""",What obligation applies to providers regarding documentation of changes to TNP1 or TNP2 prices?,"cco:Obligation, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation for providers to document changes, which can be represented using CCO's Obligation class with hasAction and appliesUnder properties for the required action and conditions."
CQ301,Education,182,"Employers who do not pay the apprenticeship levy... must co-invest the relevant amount... towards the cost of the apprenticeship training and assessment.""",What obligation applies to employers regarding co-investment when they do not pay the levy or have insufficient levy funds?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text describes an obligation with a specific condition and action, which can be represented using CCO classes and properties such as Obligation, appliesUnder, hasAction, and hasObject."
CQ302,Education,183.1,"Employers who do not pay the levy, if at the start of their apprenticeship training the apprentice is aged between 16 and 21 years old...""",Under what condition is the government required to fund all apprenticeship training costs up to the funding band maximum for non-levy employers?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,The clause contains a conditional obligation that can be represented using cco:Condition with cco:appliesUnder and cco:hasConditionExpression to capture the age-based trigger for the funding requirement.
CQ303,Education,184,"The provider must not request any employer contribution towards the costs of an apprenticeship, up to the funding band maximum.""",What prohibition applies to providers regarding requesting employer contributions in cases where the government fully funds the apprenticeship?,"cco:Prohibition, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a clear prohibition with an applicable condition (government fully funding the apprenticeship), which can be represented using CCO classes and properties."
CQ304,Education,163.2,"Reported the cash value of the employer co-investment on the ILR, by their final ILR submission within the academic year that the apprentice completes.""",What obligation applies to providers regarding reporting the cash value of employer co-investment on the ILR?,"cco:Obligation, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""reporting the cash value""), applies to a role (""providers""), and includes a temporal condition (""by their final ILR submission within the academic year""), all representable using CCO classes and properties."
CQ305,Education,173,"Employers must reserve funds within one calendar month of the apprenticeship starting (i.e., the reservation can be backdated by one calendar month).""",What regulation specifies the obligation for employers to reserve funds within one calendar month of an apprenticeship start?,"cco:Regulation, cco:hasValidityStart, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a temporal condition and applies to a role (employer), all of which can be represented using CCO classes and properties."
CQ306,Education,167,"Providers must not have access to an employer’s apprenticeship service account, unless operating as an employer-provider.""",What action is prohibited for providers regarding access to an employer’s apprenticeship service account?,"cco:Prohibition, cco:appliesUnder, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a prohibition with a condition (exception) and specifies an action and role, all of which can be represented using CCO classes and properties."
CQ307,Education,188,"Main providers must not return, in total or in part, the employer’s contribution once the co-investment has been collected...""",Which obligation applies to main providers regarding collection of employer co-investment for apprenticeships funded through government-employer co-investment?,"cco:Condition, cco:Obligation, cco:Regulation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject, cco:specifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text contains a clear prohibition (a type of obligation) with an applicable role (""main providers""), an action (""return""), an object (""employer’s contribution""), and a condition (""once the co-investment has been collected""), all representable using CCO classes and properties."
CQ308,Education,188,"the only exception is where a change of circumstances has taken place...""",What condition modifies the obligation for main providers not to return employer co-investment contributions?,"cco:Condition, cco:Exception, cco:hasCondition, cco:hasException, cco:modifiesNorm",deepseek-ai/DeepSeek-V3.1,Yes,"The clause describes an exception with a condition that modifies an existing obligation, which can be represented using CCO's Exception class linked via hasCondition and modifiesNorm properties."
CQ309,Education,186,"levy funds available in the employer’s account will be used to pay that month’s instalment.""",What action is required of main providers when an employer becomes a levy-payer during an apprenticeship that started as non-levy?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause can be represented using CCO by mapping the condition (employer becomes a levy-payer during an apprenticeship that started as non-levy) to a Condition with hasConditionExpression, and the obligation (using levy funds to pay that month's instalment) to an Obligation with hasAction and hasObject, while applying to the appropriate role (main providers) via appliesToRole."
CQ310,Education,188,"the employer co-investment must be reconciled and any overpayment addressed.""",What obligation applies to main providers regarding reconciliation of employer co-investment in case of overpayment due to change of circumstances?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""reconciled"", ""addressed""), applies to a role (""main providers""), and is triggered by a condition (""overpayment due to change of circumstances""), all representable using CCO classes and properties."
CQ311,Education,189,"We may withhold the final completion payment until all the necessary employer co-investment has been collected.""",Under what condition may the final completion payment be withheld from main providers?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a conditional permission (withholding payment) that can be represented using CCO's Norm, Condition, appliesUnder, and hasConditionExpression properties."
CQ312,Education,189.1,"Main providers must invoice employers separately for any employer co-investment, including any VAT if applicable.""",What obligation applies to main providers regarding invoicing of employer co-investment?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (invoicing) and an object (employer co-investment), which can be represented using CCO classes and properties."
CQ313,Education,189.2,"Main providers may agree a schedule of co-investment payments with the employer which does not match monthly payments made by us...""",Can main providers agree on a co-investment payment schedule that differs from monthly government payments?,"cco:Permission, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission (may agree) with roles (main providers, employer), an action (agree a schedule), and an object (co-investment payments), all representable using CCO's generic classes and properties."
CQ314,Education,189.3,"Throughout the financial year main providers must regularly collect the matching co-investment from employers and report this within the ILR.""",What obligation applies to main providers regarding regular collection and reporting of employer co-investment?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with specified actions, roles, and an object, all of which can be represented using the provided CCO classes and properties."
CQ315,Education,189.4,"Main providers will need to collect and record the full co-investment amount required by their final ILR submission...""",By when must main providers have collected and recorded the full co-investment amount required for an apprenticeship?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with an explicit action, role, and temporal condition that can be represented using CCO classes and properties."
CQ316,Education,190,"The provider, or the employer, must not ask the apprentice to contribute financially to the eligible costs of training...""",What obligation applies to providers or employers regarding financial contributions by apprentices?,"cco:Prohibition, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a prohibition that can be represented using CCO's Prohibition class, appliesToRole for ""providers or employers,"" hasAction for ""ask,"" and hasObject for ""financial contributions"" or related resources."
CQ317,Education,Evidence requirements (after 190),"Evidence they have collected the required employer co-investment contribution...""",What evidence must main providers supply when an apprenticeship is funded through government-employer co-investment?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on main providers (Agent/Role) to perform an action (supply evidence) regarding a resource (evidence of employer co-investment), which is structurally representable using CCO classes and properties."
CQ318,Education,Evidence requirements (after 190),"Provide confirmation of the apprentice’s date of birth, Provide confirmation of Education, Health and Care plan and /or care leavers status...""",What evidence must main providers supply when an apprenticeship is exempt from employer co-investment?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text imposes an obligation on main providers to supply specific evidence under a condition (apprenticeship exemption from employer co-investment), which can be represented using CCO classes and properties like Obligation, Condition, appliesUnder, hasAction, and hasObject."
CQ319,Education,191,"The apprentice must be in learning for a minimum of 42 days between the learning start date and learning planned end date.""",What minimum duration in learning qualifies an apprentice for funding?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause establishes a condition for funding eligibility that can be represented using cco:Condition with hasConditionExpression for the duration requirement, linked to a Norm via appliesUnder."
CQ320,Education,192,"The provider must not include a learner in the ILR if they withdraw without completing one episode of learning...""",What obligation applies to providers regarding inclusion of learners in the ILR who withdraw before starting learning?,"cco:Prohibition, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a prohibition with a clear role (provider), action (include), object (learner in ILR), and condition (withdraw without completing one episode of learning), all representable using CCO classes and properties."
CQ321,Education,193,"Where funding is paid for an apprentice who does not subsequently meet the relevant qualifying period, we will recover the funding from the provider.""",Under what condition will funding be recovered from the provider?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a clear condition (""apprentice does not subsequently meet the relevant qualifying period"") and a deontic norm (""we will recover the funding""), which can be represented using CCO's Condition, Norm, appliesUnder, and hasConditionExpression properties."
CQ322,Education,194,"Supplies of training or end-point assessment, which are paid by government funding, including the apprenticeship levy, are exempt from VAT.""",Are training supplies paid by government funding subject to VAT?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission (exemption from VAT) with a clear condition (paid by government funding), which can be represented using CCO classes and properties."
CQ323,Education,194,"Providers must not include VAT in the prices they enter onto the ILR.""",What obligation applies to main providers regarding VAT inclusion in ILR prices?,"cco:Prohibition, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a clear prohibition with an applicable role (main providers), an action (including VAT), and an object (ILR prices), all representable using CCO classes and properties."
CQ324,Education,195,"Main providers must determine the VAT treatment on their invoices to employers.""",What obligation applies to main providers in determining VAT treatment on invoices to employers?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with an action (""determine"") and an object (""VAT treatment on their invoices to employers""), which can be represented using cco:Obligation, cco:hasAction, and cco:hasObject, and the role ""main providers"" is covered by cco:appliesToRole with cco:Role."
CQ325,Education,198,"Funds received by providers from an employer’s apprenticeship service account... do not fall within the scope of subsidy control from 1 August 2025 to 31 July 2026.""",Do funds received by providers from employer apprenticeship service accounts fall under subsidy control for 2025–2026?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text can be represented as a Permission norm with a Condition specifying the temporal scope using hasConditionExpression and appliesUnder, and hasObject for the funds, aligning with CCO's generic class coverage."
